[0.44] 大家好
[122.53] 你随便拉六个凑一对
[124.15] 那就是最强的哈
[125.51] 就是这样
[126.24] 看下我方拉斐尔这边是一个克雷的空间呐
[129.84] 克雷西月祈祷戏法空间
[131.62] 月亮之力和帮助钛金妖精防尘镜
[135.06] 防盾菇水碰啊
[137.2] 极端王
[137.48] 看我妈木角和尖子防守恶鬼
[139.72] 碰到这几个形态都好用啊
[141.12] 火泵和水泵都挺热门
[142.79] 然后咆哮虎突击背心呢
[145.15] 闪电冲锋拍落
[145.79] 即将其九则反猛雷股猛肋骨生命宝珠啊
[148.59] 他已经重保护迅雷
[150.359] 10万伏特和龙之波动眼镜发力量
[153.54] 宝石魔法闪耀暗球和月亮之力
[156.6] 月雄保护应城地震和剑舞
[159.14] 没有带推猛扑带的剑舞
[161.36] 那你这个地震他配合克雷嘛啊配合克雷
[166.899] 不然我说容易争到队友啊
[168.639] 这个眼镜发呀有个组合叫鱼发组合啊
[172.72] 这鱼发组合你别说普双了
[174.32] 你拿去神战打他还是有点这个威慑力啊
[177.51] 这个发的话就不要命的
[179.19] 输出非常的凶猛
[180.55] 双方换一下配置还是明牌的
[182.39] 因为这个普装都是老规则了
[184.44] 所以的话这个也就是来回就那么一切啊
[188.24] 你看阿利克斯科麦斯
[189.72] 他是洲际锦标赛冠军
[190.84] 你说玩什么队啊
[191.93] 哎呀玩啥就玩老队伍
[193.57] 玩什么队就虎心熊抱
[195.09] 然后加个猛肋骨
[196.13] 加个徒弟
[196.65] 我奶奶都能玩
[197.69] 就是这样的
[198.37] 说难听点啊
[199.25] 然后这个熊他是钛金刚神秘水滴的
[202.03] 看穿近战水流喷射和水帘打
[204.19] 他配合哭肩炮
[205.39] 神秘水滴有伤害加成
[206.61] 再加库肩炮
[207.21] 灾祸之剑能一拳打死你啊
[209.889] 轰雷金刚猩击掌
[211.329] 木锤庆的皇帝吉尔德反带的突击背心
[214.23] 还有猛肋骨保护
[215.67] 冥想普双中最常见的是冥想的这个猛肋骨
[218.91] 啊啊他冥想让龙之波动和迅雷要玩崩塌的话
[221.91] 就是皮皮能玩
[222.59] 封他库肩帽保护深渊突刺兵力和冰柱坠击
[227.87] 没有带突袭
[229.09] 咆哮虎是头盔
[230.53] 机长闪现冲锋
[231.37] 帮助抛景画图钉
[232.69] 保护乌炸弹
[233.39] 达德利和替身
[234.71] 小心那个土丁化身土丁是最高的力度啊
[237.55] 这个最强大的力啊
[238.95] 你说像那个大扭拉这种的
[240.89] 我们经常说大扭拉
[242.269] 我从全国普双来看
[244.519] 他这个大扭拉没有任何的竞争力
[246.679] 是不是啊
[247.219] 大扭拉确实不太行
[248.399] 但是你说残酷
[249.159] 你看人家使用率前三的那么厉害
[251.42] 那你要是这个世界上没有威吓手
[253.34] 那羽翅鹅还能还能还能走一走呢
[255.72] 鱼翅鹅厉不厉害呀
[256.86] 那你也知道宇刺鹅厉不厉害
[258.22] 你不清楚吗
[258.98] 就是说如果说一些特定的环境
[261.06] 那都没有了
[262.02] 那你可能厉害点
[263.57] 是不是啊
[264.33] 像大牛拉这样
[265.33] 大尼拉这样的
[265.97] 这现在就查无此人了啊
[267.37] 全国普通来看
[268.41] 大牛拉确实相当的一般呐
[270.85] 因为格斗系的话
[271.97] 我且不说铁臂榜
[273.25] 武道雄是这样的
[274.25] 轮谁轮得到你大扭拉呀
[275.73] 很遗憾
[276.25] 实在是轮不到
[277.28] 对吧啊
[278.04] 这个确实轮不到啊
[283.02] 感谢波波罗亚送的金话筒
[284.76] 哪里喝的果汁啊
[287.75] 对面上虎和这个呃虎和熊
[291.839] 我方是虎和发
[292.819] 那就是看谁先威吓
[293.879] 我方先威吓啊
[294.639] 拍一个直接闪是吧
[295.559] 拍一个直接闪
[300.32] 感谢福禄沙cheater送的金话筒
[303.48] 我觉得你这个不适合谈恋爱
[304.88] 为什么适合结婚
[308.08] 昨天参加活动啊
[309.34] 参加这个这个明朝的活动啊
[313.66] 相亲相什么亲呢
[314.86] 相亲你去相亲了呀
[317.21] 感谢那个非欧送的十个荧光棒
[319.47] 昨天走
[320.29] 早上回来
[321.01] 下午接着播啊
[322.05] 就当什么事都没发生过啊
[323.85] 我一共这几天才睡几个小时
[327.03] 感没上角
[327.83] 凑不凑送的吉筒视频
[329.27] 三走一波
[329.93] 威赫小将与赤鹅
[331.48] 那这里是我方先拍啊
[333] 拍出一个就可以闪
[334.08] 但是对面的这个熊是钛金刚的
[341.28] 哎我中了一个苹果17啊
[343.66] 中了一个苹果17还可以啊
[346.28] 好对面先保护一下
[347.36] 看你锁什么技能吗
[350.58] 这边又是好的
[351.94] 轰的是咆哮的位置
[352.78] 并哇塞好高演技啊
[354.3] 这伤害非常的爆炸呀
[356.64] 就是吧
[357.24] 哎你看读这个武道就是怂啊
[359.24] 这个武道就是怂怂
[360.4] 你看你怂
[360.88] 我双点咆哮虎来
[364.84] 感谢跑哥帮十元恒河送的AGTV卡
[373.4] 就去吃饭
[374.32] 喝这个十元同款果汁
[375.64] 这样的啊
[377.84] 对面抛一下好
[379] 抛下这一发
[379.6] 那这一发的力度就拉了他这个演技
[381.6] 你看力度非常的高啊
[382.88] 这轰一下都快跑给轰死了
[389.64] 中的算是二等奖吧
[390.96] 一等奖最大的大奖的话比这个贵啊
[393.6] 苹果十七二百五十六G黑色查了下5000多吗
[396.869] 还不如没有我那个苹果16pro1T贵啊
[400.609] 我以前那个1万多啊
[401.689] 打大集结
[402.249] 那我就换一下了
[404.42] 哎呀这麻烦呐
[408.24] 看对面抛出谁来
[409.32] 那这一发现在就没什么力度了
[429.34] 要输出的话
[430.34] 现在很容易输出
[431.68] 这一发奖卷已经锁了月亮之力
[433.78] 然后还被降了特攻啊
[436.6] 上了个轰雷金刚星
[437.86] 那红雷应该可以拍出克雷
[440.63] 最后是我方是不是月熊啊
[442.91] 是不是越凶
[443.59] 那只能接着轰
[444.55] 要么走切虎上来
[447.66] 好是月熊啊
[448.78] 你切虎的话
[449.66] 对面直接打左边就行了呀
[451.38] 拍住克雷打左边
[452.74] 你怎么办
[454.38] 太金刚要交啊
[455.46] 你不交的话当然不行了
[456.62] 不交还是轰的死你
[458.899] 武大学神秘水滴必杀正义发
[460.819] 这个正义发一般还拉点耐久啊
[462.379] 拉点物防啊
[463.099] SB啥的
[463.579] 你看SB137物防肯定拉了一些
[465.99] 就是说还不至于这一拳就被打死了
[468.15] 这么脆
[472.9] 而克雷走啊
[475.72] 因为觉得要拍我是不是要拍我这边吗
[478.4] 这边换上咆哮虎
[480.28] 因为你要拍
[481.26] 可能拍克雷
[482.1] 克雷也不想死
[483.06] 这一发就卖了呀
[487.26] 好太精了啊
[488.36] 那这熊必须太金
[489.46] 你不太精的话
[490.26] 月亮之力你吃不下来
[491.84] 他是神秘水滴的水熊
[494.08] 那这力度就足够啊
[495.56] 1.2倍水系威力怎么样
[498.44] 只要凑不凑送的金话筒
[499.56] 其实主要去喝果汁的
[501.15] 他那火字还有蛋糕啥的
[502.87] 好机场拍住右边的位置
[504.47] 就是刚才不能让克雷开空间呐
[506.19] 然后轰月亮直接轰啊
[508.34] 由于简易特工将对面是刚系啊
[510.06] 这伤害就没有了
[510.98] 随便打哇
[512.2] 还打的右边啊
[514.2] 没有去收这一发
[515.4] 打的是这边
[516.71] 这样的话我方想的是我方拉斐尔怎么想的
[519.75] 就是说你杀这一发给你了
[521.38] 然后我切
[522.26] 下一步我拍一个我要干什么
[524.1] 然后左边上克雷嘛
[525.32] 如果这个正一方被打死了
[526.42] 就上克雷
[526.96] 然后形成一个咆哮5克雷局面
[528.84] 咆哮五拍一个克雷
[530.16] 开空间
[530.64] 我不开空间
[531.36] 后面这个月熊怎么办呢
[532.44] 玩不了啊
[533.04] 是不是
[534.67] 那这样的话
[535.43] 这个正义发月亮之力
[536.59] 轰确实也轰不动对面的一个突击背心
[539.47] 一个钢系的
[540.31] 他简易特攻
[541.43] 那难受了呀
[543.4] 我还双点的克雷的位置
[545.24] 没有去管那个正义法
[546.48] 反正我现在太金刚
[548.16] 不弱的话
[548.68] 你也没办法
[549.67] 你说眼镜发厉不厉害
[551.15] 眼镜发厉害
[551.91] 但是现在这个眼镜发啊
[553.51] 唉现在眼镜发这个搞不动啊
[556.65] 是不是搞不动
[561.94] 感谢管事的啤酒肚送的十个小月亮
[566.02] 月亮自己接着轰
[567.329] 哎呀
[568.089] 还在这硬轰啊
[569.62] 水里娜现在杀这一发啊
[571.38] 上一回合我就说他没有杀这一发
[573.46] 让这一发这样卡场了
[574.88] 因为他简易对面太金刚交的话
[576.78] 那确实你就没什么用了
[581.24] 那克雷要开就开吧
[582.6] 现在你再开
[583.66] 这还来得及吗
[588.2] 红莲劫泽反
[591.07] 好那克雷要开空间了
[592.55] 克雷要开空间
[593.49] 如果你刚集火也杀不了克雷
[595.51] 这克雷的话
[596.73] 这耐久还是高啊
[597.99] 克雷
[603.46] 我方还没有钛金呢
[605.52] 虎和正义发都死了
[607.54] 最后两只
[607.98] 对面还有四只来回威吓
[609.26] 都给你喂成傻子了啊
[611.41] 看他最后这是谁
[614.61] 虎心还在呀
[615.33] 等会击掌的威吓
[616.25] 你奈我何
[621.44] 还有围巾鱼法组合
[622.96] 围巾鱼和这个发鱼发组合
[625.28] 这是个组合
[633.4] 啊虎心熊抱哈哈
[635.72] 直接上四大金刚啊
[637] 这四大金刚直接上就完事了
[638.58] 好克雷开出空间了啊
[640.1] 克雷如愿开出了戏法空间
[642.26] 因为我方除了这一发
[643.66] 你看摄像精灵比较慢的
[644.78] 尤其是月熊
[645.64] 月熊他很需要空间
[647.16] 但现在一方面也没烧伤
[648.68] 然后就你最后就俩人了
[650.08] 我来回给你威吓的
[651.12] 给你威吓成傻子了
[652.38] 对不对
[655.9] 这个月熊他哎呀还是要带推猛扑啊
[659.5] 他带了个什么
[660.02] 带了个剑舞
[661.3] 你你不带突飞猛扑
[663.55] 你说有什么问题
[664.93] 草场地震伤害减半呢
[666.83] 你说什么问题
[667.88] 一般来说都是保护地震
[669.76] 推猛扑河硬撑
[670.88] 对不对
[671.3] 他没有带这个硬突飞猛扑单体
[673.84] 他带了个剑舞
[674.84] 那现在曹爽
[675.6] 你地震
[675.92] 你给我震一个
[676.54] 你震呢
[677.3] 这不尴尬了吗
[678.82] 哎是不是尴尬
[683.27] 他带个剑舞
[684.53] 你说这个剑舞人
[686.71] 你你有场地吗
[687.51] 你没场地
[687.95] 人家开个草场
[688.71] 你不是这不是尴尬了吗
[690.15] 这个月兄
[691.03] 对不对
[692.26] 唉
[693] 你剑舞贪是有贪的好处啊
[695.18] 但是这里是不是也相当的尴尬
[702.94] 好酷
[703.46] 肩炮下战线抛
[704.14] 有威吓一下
[704.9] 曹丞下
[705.38] 你要震就震了
[706.32] 硬撑的话又不行
[707.76] 本来你有推手猛扑要好一些
[710.29] 克雷的话可以不断的给月熊奶啊
[712.67] 他这个你烧伤以后
[714.23] 然后他再来个星月祈祷回1/4血
[716.25] 这样
[725.02] 还是要推猛扑啊
[726.3] 他还保护一下
[727.14] 哎呀太尴尬了吧
[728.88] 你自己空间来保护一下
[729.98] 他没烧伤啊
[730.7] 刚才哎好月亮之力轰哭肩膀的位置
[734.11] 这还没什么力度啊
[735.65] 继续打
[736.27] 根本不管月月熊
[739.54] 二两拳克雷他有心月祈祷可以回血啊
[743.3] 那接下来击掌奇袭可以拍住
[745.38] 然后的话把克雷打死
[747.06] 不让他心月祈祷
[749.18] 克雷是没有格子带保护啊
[751.02] 但心月祈祷克雷啊
[752.34] 其实都有点有点过时了
[754.65] 刚我们说老牌的话
[755.77] 那就是风云和盾菇啊
[757.49] 这这三位还可以啊
[758.81] 当然云是指的是化身土地
[760.57] 云的克雷的话确实有点过时了
[763.17] 双方还砍他
[764.03] 有时候他砍的真是莫名其妙
[766] 克雷像克雷鬼剑
[767.28] 这样的克雷鬼剑有什么好砍的呀
[769.7] 你看现在的精灵这么强
[771.12] 你还砍克雷
[771.84] 老牌的克雷鬼剑
[772.98] 他还活不活了呀
[773.86] 好去帮助哇
[774.7] 哦帮助要帮助地震了
[778.78] 机长因为你拍不到
[780.38] 拍不到月球嘛
[781.22] 这肯定要帮助地震呐
[784.039] 好地震来了啊
[785.359] 对面两个是弱地面
[786.559] 能不能震死哎
[788.359] 真不死
[788.759] 伤害减半
[789.619] 那这个月熊刚才是被威吓了
[792.96] 然后加上帮助
[793.92] 相当于不加不减不加不减的一个地震
[796.48] 但是打月打武道熊是几倍伤害啊
[799.3] 两倍伤害不对
[800.3] 是一倍伤害
[801.14] 因为这是草场
[802.06] 是不是草场
[803.16] 所以相当于是打打这个武道雄狮
[806.32] 是一个正常的一倍伤害
[807.36] 这里又被水熊打穿了
[808.44] 这就是水熊啊
[809.38] 什么叫虎虎心熊抱啊
[811.16] 对面四大金刚这四位直接上是没毛病的啊
[814.75] 虽然你说他四个都是物攻手
[816.35] 是不是有点缺点
[817.39] 有什么缺点呢
[818.71] 你威吓我土地云或者是咆哮
[820.51] 我直接水流连打打死就行了
[822.15] 这武道雄是专打这些啊
[824.06] 然后再让库肩炮结束啊
[827.58] 结束减一和帮助刚才就抵消了嘛
[831.38] 就相当于是个正常伤害
[833.34] 正常伤害草场下就减半
[834.78] 你看你这个带剑舞呃
[836.98] 是有些以前还带替身呢是吧
[838.7] 贪他带个替身
[839.82] 然后空间时候骗你
[841.18] 或者你觉得他明显保护的时候
[842.5] 他开个替身
[843.38] 骗你个替身
[844.19] 那通常来说就是保护地震
[846.45] 吞永不和硬撑
[847.55] 刚好是四个技能啊
[848.71] 一般和地面就可以了
[850.18] 拿里克戈麦斯一比零先领先
[852.9] 这个多伦多阿塞呃
[855.01] 也有很多欧洲的玩家去啊
[857.25] 因为他只需要跨个大西洋啊
[859.71] 就到了啊
[860.41] 到了多伦多也不远
[862.75] 在加拿大
[866.83] 来看下双方的第二场
[868.71] 我方还是虎和发的组合
[871.41] 那对面的话是星和熊呃
[874.07] 还是虎心熊抱嘛
[875.43] 那轰雷金刚猩这里就先拍啊
[877.31] 因为轰雷金刚星的速度比咆哮虎快
[879.19] 你可以看到先拍草场
[880.35] 你再威吓嘛
[881.17] 所以轰擂金刚猩有先拍权
[883.17] 他可以拍住咆哮虎
[885.099] 然后武道熊师太金刚交了诶
[890.72] 这次没有带克雷和月球组合啊
[893.16] 而是带了个水泵
[894.28] 水泵特性是储水
[895.62] 所以可以给你挡一下啊
[897.35] 不过对面武道又没锁技能
[899.03] 嘿嘿我也不怕你啥
[900.17] 因为他说我又没说讲究围巾锁什么
[902.35] 谁脸打就一辈子
[903.55] 谁脸打了
[904.11] 嘿我又没锁啊
[905.15] 我可没说我锁技能啊
[906.7] 我方上了一个水泵储水
[908.8] 另外还上了一个闷雷鼓啊
[910.64] 猛雷鼓可以迅雷
[911.9] 看来上一把是被这个水熊给打打爆了啊
[915.42] 他就是上上两个能打水熊的
[917.56] 那这一发直接走骗
[922.52] 哦上的美肋骨啊
[923.8] 上门肋骨
[924.34] 那美雷骨不怕你两个
[925.52] 你两个都打不动猛雷骨啊
[926.68] 因为门肋骨是电龙
[927.82] 电龙的话
[928.54] 你水熊啊都打不动啊
[939.36] 开空间
[940.12] 克雷是个不错的空间手啊
[942.82] 对面还是保护
[943.74] 看下情况
[944.5] 哎呀对面这个永远是看情况
[947.1] 这边反走啊
[948.4] 反正一发的位置反走
[950.13] 咆哮
[950.73] 我这里还钛金鬼啊
[951.77] 怕被拍
[952.25] 哎呀你这个教的对吧
[955.969] 他的咆哮我怕被拍啊
[957.709] 他直接就他已经鬼叫了
[964.8] 威吓一下
[968.16] 也极有折返啊
[970.12] 极有折返走啊
[972.25] 对面是头盔啊
[973.09] 我方是背心
[974.19] 那这样就亏大了呀
[975.71] 这是不是亏大了
[976.83] 非常的亏
[977.87] 觉得对面可能是钛金刚
[979.47] 直接血量打左边
[980.63] 然后呢
[981.4] 这里点个击掌奇
[982.72] 拍住我方
[983.24] 我方虎第一回合直接把他金交了是吧
[985.2] 防他击掌旗拍我就是双轨嘛
[987.28] 现在正义发哥抛球
[988.48] 他都是鬼系双轨
[990.08] 哎呀交了也是怕对面的水熊打死你啊
[992.88] 没办法
[993.46] 是不是水熊
[994.12] 他不管打这一妈打咆哮
[995.36] 我都是给你打的死啊
[996.62] 这还是猛啊
[997.7] 那怎么办
[998.92] 这反走反出再反出发来
[1004.18] 对面倒是不着急啊
[1005.42] 他又不锁技能
[1006.18] 人家不着急
[1007.1] 所以他武大雄说我不急啊
[1009] 我急什么急
[1018.48] 我喝一口这个无糖的芬达
[1024.34] 哎呀没有那个果汁好喝呀
[1027.04] 还是果汁好喝
[1028.46] 随便喝果汁好啊
[1030.72] 果子好
[1032.379] 不愧是石原最喜欢喝的
[1034.539] 确实不错
[1042.16] 芬达当然有无糖的呀
[1051.12] 就和这个比其他的无糖好喝呀
[1053.78] 无糖的雪碧
[1054.92] 无糖的可乐哎呀都不好喝
[1056.7] 很不好喝
[1057.36] 但无糖的这个芬达还是可以的
[1059.38] 你可以试一试
[1060.18] 而且的话他没有呃
[1062.57] 这个这个没有什么能量啊
[1064.65] 你不会吃的
[1066.09] 喝了喝的很肥
[1067.97] 好击掌拍住猛肋骨
[1070.729] 然后月亮自己轰
[1071.949] 你看他不轰这个呃武道雄师啊
[1074.809] 因为知道武道雄师太金刚
[1076.129] 你轰他也没什么用
[1077.089] 你说啊一拳
[1078.64] 你看这一发根本顶不住啊
[1079.88] 因为他是神秘水滴的呀
[1081.16] 根本顶不住两拳
[1082.22] 你看这伤害哎呀
[1084.5] 你加了点耐久也遭不住啊
[1087.76] 给米亚跳之后送的就像桶
[1089.24] 10分钟没听到讲IPHONE的故事了
[1091.12] 等会给你讲啊
[1091.92] 这个其实啊有点鸡肋
[1094.82] 食之无味又弃之可惜
[1102.82] 他太金刚也不怕你
[1104.18] 迅雷这里水泵
[1106.729] 哎呀水泵设个悠悠球水泵还挺好看的啊
[1109.209] 悠悠球水泵
[1109.989] 但是现在世道如
[1111.209] 你知道水泵上来不就来储水的吗
[1113.089] 怎么还是被打了呀
[1115.29] 哎那现在看我妈
[1116.65] 你看我妈对面可以近战呐对吧
[1119.75] 他武道熊师也没锁技能
[1121.13] 我又不是那种围巾的
[1122.21] 锁了以后哎呦
[1122.81] 没技能打了
[1127.24] 我方是个生命宝珠的门类股啊
[1129.08] 对面是冥想门类股
[1129.96] 冥想门类股的话
[1130.98] 你需要皮皮才能玩封他啊
[1132.82] 因为他是迅雷龙之波动
[1134.26] 保护冥想的标准四个技能啊
[1136.14] 有的是剩饭冥想啊
[1137.65] 有的还有什么冥想
[1138.49] 还有防弹镜
[1139.05] 冥想的主要是怕这个盾鼓啊
[1141.76] 美肋骨啊
[1142.56] 那普双别说美肋骨
[1143.68] 普双门肋骨神战不就是小小一级神吗
[1146.1] 这个非常夸张啊
[1153.92] 跑友走
[1160.82] 上轰雷金刚星好
[1163.88] 这边敲一棒也只能敲一棒
[1165.68] 伤害还可以啊
[1167.79] 这边水帘打旺
[1169.19] 打猛烈鼓的位置啊
[1170.59] 真敢打呀
[1171.87] 二两拳
[1175.46] 啊三拳硬打猛肋骨
[1177.14] 猛肋骨
[1177.58] 这个抵抗啊打不动
[1182.9] 这边龙之波动
[1186.9] 伤害还可以啊
[1187.94] 生命宝珠力度还是不错的
[1189.63] 就他们怎么不带去能量
[1191.34] 因为他生命宝珠就可以换下来换上去吗
[1193.66] 来回换
[1194.26] 你吃了去能量的
[1195.46] 你可就下去就就就去能量就没有了呀
[1197.94] 这样就亏啊
[1200.48] 他带生命宝珠
[1201.9] 而且很保守
[1203.04] 带笼子波动
[1203.86] 一般也不带流星群啊
[1205.32] 流星群打完就容易卡场啊
[1207.08] 所以还是不带流星群
[1211.14] 你要追求能秒人的话
[1212.62] 那就流行曲了
[1213.5] 直接砸就完了
[1217.26] 这波波利亚送的金话筒比之鸡肋
[1219.56] 我自真修吗
[1222.13] 感觉像角凑不送的金量筒
[1223.93] 可以把IPHONE送我吗
[1225.87] 我等会就把它拆了啊
[1232.48] 还没有开机激活嘞
[1235.24] 噩梦走
[1242.54] 再切咆哮虎毒对面打近战好
[1245.94] 咆哮虎来骗一个
[1246.78] 对面肯定不敢数量的打右边嘛
[1250.6] 好又看穿哎呦
[1252.32] 这个你看这个五大雄师啊
[1255.82] 啊我方本雷国也保护防一手机长
[1259.26] 对红绿灯点什么
[1261.3] 还是极速折返
[1262.1] 还是极速折返
[1263.22] 那哎呀
[1264.87] 然后就上虎
[1265.71] 就是虎星都不用上
[1267.63] 第四是了
[1268.27] 虎心熊都已经是给你来回搞
[1271.83] 你说怎么办
[1280.7] 啊还是爆啊
[1282.02] 还是爆虎心熊抱
[1283.14] 还这么四只
[1283.98] 阿利斯戈麦斯
[1284.94] 还是选出的这么四只啊
[1291.68] 那现在这个近战打左边可就要死人了
[1294.36] 这里有什么
[1295.08] 这里有灾祸之
[1298.34] 再无之剑
[1299.52] 不过咆哮
[1300.58] 他可以击掌啊
[1301.38] 注意咆哮可以击掌
[1302.71] 那我双点美肋骨呗
[1304.4] 你美肋骨刚才保护过了
[1305.84] 这里不能再保护了呀
[1306.9] 你抛球拍一个
[1307.96] 你拍左边
[1308.78] 那我哭肩炮兵坠击打死你
[1310.96] 你拍右边
[1311.72] 那我直接就近战打死你
[1313.36] 是不是啊
[1313.88] 我双点呐
[1315.16] 双点怎么办
[1316.62] 双点你办不了吧
[1330.72] 只有商店你办不了
[1336.88] 啊威吓了两次
[1338.08] 对近战也打不死
[1339.48] 还是得水帘打
[1340.32] 还得水连打
[1341.22] 但是双点这个哭泣
[1343] 双点这个啊又走再不他先先走啊
[1345.97] 先走
[1346.55] 那冰坠吉哈
[1347.73] 那没有拍啊
[1348.55] 直接冰坠吉打美内股
[1349.83] 我就冰坠击就打死了
[1351.17] 你得拍住这个谁拍住库肩炮啊
[1353.59] 武大雄狮打的话还是打水帘打
[1355.96] 看打什么
[1357.1] 你看打个水帘打啊
[1358.4] 打到水帘打
[1359.28] 他应该是双点的左边
[1360.76] 那就是说你点啥我都双点你的门内狗的位置
[1364.12] 因为门内狗刚才保护过了
[1365.32] 这里他一定跑不了啊
[1368.359] 完了又剩最后两对面又又是虎熊抱
[1370.599] 我方最后两只
[1371.359] 哎呀哎呀哎
[1381.38] 孤独的咆哮虎
[1382.46] 面对四个四员大将
[1384.42] 他说我也是虎形熊抱的一员呐
[1386.7] 你也是你一个人打四个不成
[1389.35] 我就站着让你打一会
[1390.59] 你是不是也打不动啊
[1392.43] 你别说对面现在三个弱闪现冲锋啊
[1395.15] 你要说三个弱闪现冲锋
[1397.59] 那还是投了吧
[1402.16] 这四大金刚不是跟你开玩笑的呀
[1407.9] 对面阿利克斯戈麦斯两把就是虎心熊抱啊
[1411.94] 就这么简简单单
[1413.12] 虎心来回拍
[1414.28] 这个是非常恐怖
[1415.36] 而且他还是来回可以反走啊
[1417.12] 这个给你轮转很烦
[1419.86] 然后这五大雄说钛金的话
[1421.95] 那就更加可以联防一下啊
[1423.85] 不然的话正义发月亮之力
[1425.19] 这种经常打穿你这一发月亮之力啊
[1427.19] 你抗妖精的很少抗妖精的呀
[1429.21] 啊这里击掌拍拍的是左边
[1430.93] 你拍啥
[1431.41] 你一个人还要还要打吗
[1434.17] 哦还有个恶魔
[1435.17] 不好意思啊
[1435.65] 我还以为你死了
[1436.57] 恶恶碰
[1436.89] 不好意思啊
[1437.58] 你看这个屏幕上
[1438.86] 我都没有看到恶恶碰人在哪里啊
[1440.54] 恶碰在这里啊
[1441.3] 不好意思哈
[1442.14] 我怎么说我方就一个虎了呢
[1443.94] 啊我方还有个碰啊
[1445.14] 还有个碰
[1445.889] 不过这个局面来说额并不大啊
[1449.289] 因为咆哮我来回威吓就完事了啊
[1451.049] 对不对
[1451.88] 所以问题不大啊
[1453.18] 恶我碰他这个太小了
[1454.96] 把屏幕把他挡住了
[1455.96] 这也是怪这个游戏的视角不好啊
[1457.76] 说实话感充分发全这块续费
[1459.73] 三个戒指还送的99个发财
[1461.17] 非常感谢老板
[1461.97] 那这里击两七拍住碰
[1463.73] 然后水电打咆哮不就完了吗
[1466.24] 嘿谁脸打
[1467.72] 你也不能看我妈呀
[1469.12] 我机掌拍出
[1469.76] 你怎么看我妈啊
[1471.17] 两拳
[1471.53] 你看这力度
[1472.33] 哪怕是鬼系的咆哮虎
[1474.08] 那水帘打的力度依然是非常疼啊
[1476.32] 因为的话他是神秘水滴
[1477.92] 有1.2倍伤害加成
[1479.14] 而且必定击中要害
[1480.58] 好推死吧
[1481.58] 推死他自己不反省吗
[1482.82] 烦不死
[1483.5] 反1/3还反不死啊
[1485.12] 武道天师本来就没血了
[1490.96] 武道雄师终于战死了
[1497.62] 哎烦死了跑去烦死了
[1500.54] 感恩格斯双层牛肉堡送的15个棒棒糖
[1504.16] 28个贵族宝剑
[1505.78] 还有12个科技水平和贵族皇冠
[1507.8] 非常感谢老板
[1515.62] 啊最后一个恶狗碰还被威吓了
[1517.54] 他不可能打三个
[1518.62] 刚才本来就已经结束了
[1519.96] 因为对面和上一把一样
[1521.38] 四个虎英雄抱你根本就没办法好
[1523.59] 再来一个恶意碰啊
[1524.35] 刚才都没看到你啊
[1525.11] 不好意思啊
[1525.95] 对不住
[1526.67] 刚才没有看到你啊
[1527.98] 那阿利克斯戈麦斯
