[0.34] 大家好
[550] 现在说这点就不修复了啊
[552.04] 有些呢太着急
[553.24] 点太快了
[553.76] 对面什么队
[554.28] 对面是这个呃一个平衡的队伍啊
[556.6] 有超坏星
[557.32] 超坏星
[557.84] 有广防神战
[559.4] 这个这几次超坏星都很很有表现的
[562.25] 超外星可以啊
[563.49] 超坏星
[564.09] 然后两个毒气的我们还能不能上呢
[566.01] 可以的啊
[566.55] 然后他这个队呢这个哦两个毒气啊
[569.81] 毒气算了
[570.57] 那还是喷火龙吧
[571.85] 那喷火龙不也打不动这个这个超跑星吗
[574.57] 但是金光花是真打不动啊
[578.51] 扫他的墓
[584] 他是马格妙画马哥妙化
[585.7] 那还是带喷火龙吧
[586.64] 还是喷火龙
[588.95] 看谁的贯穿性好
[590.03] 就上的马拉啥啊
[593.4] 换地的话也是这个加满腾和速度
[596.28] 直接破灭之光
[597.08] 跟你说个屁啊
[597.96] 所以打的又快
[600.16] 然后又简单
[600.98] 这样是最好的
[603.97] 这个毒丁恐怕撒不出来
[605.41] 因为对面对面怎么上
[608.17] 对面金光花了
[609.17] 那后面如果有超坏星
[610.25] 那毒钉撒不出来啊
[611.41] 而且他都特攻手嘛
[612.71] 这个毒钉是毒
[614.169] 满地是受到物理攻击才会撒毒钉
[616.309] 那特殊攻击撒不了毒丁的
[619.4] 顺风一开
[620.2] 大德利给他点一下
[623.4] 啊顺风
[629.64] 看对面金花是不是70倍
[631] 他可能是马嘎进光花
[632.04] 但金光花因为四倍弱地面呢
[633.74] 所以我们就给他点了好
[635.2] 那给他点了啊
[636.17] 他也可能是马嘎进化
[637.41] 那他不是的话
[638.01] 就是马格妙花没问题
[640.34] 对面这大哥立他也是腰带的嘛
[641.96] 很有可能的
[643.649] OK他也是腰带很合理啊
[645.589] 这边水泡没有关系啊
[647.249] 水泡没有关系
[648.289] 那水泡的话
[649.249] 我们这边可以
[650.75] 这个这个也是腰带的嘛
[653.19] 也是腰带的哦
[655.31] 戏法我啊
[659.13] 你拿妖精之羽有什么用啊
[661.01] 我拿围巾
[662.23] 他拿妖精之羽这边金光转转哦
[666.38] 原来给我中过毒啊
[669.64] 没有关系
[671.28] 赶紧打就行了
[671.92] 那我们锁月亮之力嘛
[673.16] 击中了风妖精的要害啊
[675.07] 毒满地撒一下
[676.17] 因为封妖镜他觉得可能是腰带的
[678.15] 他直接这么点
[678.91] 那你为啥不直接10万伏特加加温加
[681.67] 那就帮我点了呗
[682.85] 他给你戏法一下
[685.36] 我们又不会卡场
[686.84] 这边能量球打洗衣机
[689.2] 这边月亮之力哎
[690.62] 别点错了啊
[691.84] 月亮之力拜拜
[694.34] 我也是腰带的
[695.78] 快点啊秒点
[698.93] 反正你锁月亮之力
[700.01] 你又打不动这个妙花Y喷
[702.01] 随便打妙花啊
[702.85] 月亮这个点他的不保护
[704.21] 最好不保护
[704.89] 我们打的也快
[705.49] 是不是打的好啊
[715.42] 非本系能量球九十一百八威力啊
[718.649] 打一半有没有威武
[719.589] 他有个屁用
[720.329] 他不是他不是围巾的吗
[721.789] 现在是妖精之羽啊
[723.209] 水泡没关系
[724.329] 反正我们是腰带
[727.56] 哦刚金光转转了
[728.88] 腰带是啥腰带不金光转转了吗
[730.97] 他后面是妙花
[732.01] 不用担心啊
[732.83] 刚才给我转掉了嘛
[734.11] 他这个金光转转破腰带非常方便
[738.9] 心脏喷吧
[740.06] 他的洗衣机也没啥血了
[744.86] 对面后排来杯粗茶
[746.02] 可以啊
[746.38] 或者是妙花都可以
[749.8] 啊是超坏星
[751.2] 啊是超坏星
[755.88] 哪个伤害高啊
[756.72] 这个120
[757.32] 这个好像高一点啊
[758.6] 120
[761.229] 月亮之力打洛托姆
[764.029] 这边来个空气之刃
[765.389] 打双点
[765.789] 洛托姆
[771.72] 如果他切妙花啊
[773.32] 他不切的话就死嘛
[776.52] 好那就死了就得了
[779.36] 没有妖精之余可能杀不掉
[781.26] 所以我要双点一下
[785.76] 等会扫墓去扫他的这个超坏星月亮之力
[793.98] 哎呀还真点不掉
[799.06] 空气之刃
[802.16] 我们的伤害就靠这个妖精之羽啊
[804] 也没什么其他道具
[804.88] 带有密探斗篷当然更好啊
[806.52] 这游戏没有密探斗篷啊
[808.06] 这边剧毒吗
[809.67] 哎呦这个超坏星
[811.79] 你和打神战一样啊
[813.11] 藏馒头都打不过超坏星
[814.55] 我喷火龙打得过吗
[816.78] 最后只妙花就给你玩瘦的啊
[818.66] 玩瘦的
[822.62] 等会扫墓就行了
[826.19] 他看到我们的妙方来了啊
[828.77] 切切切不切啊
[829.99] 切没用啊
[830.63] 这个风妖精得送了才行啊
[831.95] 风妖精分妖精最好是送了
[843] 哪个妙花嘛
[844.26] 就是个受队金花撒成毒
[846.72] 然后超外星和妙花来给你授
[857.73] 等会扫墓就行了
[858.93] 这里压个血缘扫墓啊
[860.31] 超过星星
[860.97] 他只能给你中毒
[862.25] 然后他又能干啥呢
[863.55] 啥也干不了啊
[864.37] 就在那给你硬拖
[866.38] 他拖得过马
[868.82] 还月亮之力
[869.42] 轰一发空气之刃嗯
[872.399] 伤害打了11%还可以啊
[874.759] 有没有降特攻
[877.019] 没有降特攻
[877.819] 空气之刃死哦呦真硬啊
[881.06] 不愧是妙花啊
[883.34] 还是硬啊
[884.4] 对面问炸弹
[886.38] 点掉风妖精
[887.44] 那超坏星是纠缠不休吗
[889.08] 纠缠不休
[889.84] 广防剧毒和碉堡
[892.38] 哎
[892.62] 还是老一套啊
[895.26] 嘿嘿你是不是最近看了那个啥
[898.3] 看了那个珠子的比赛啊
[899.92] 他说这这得超坏星厉害啊
[901.8] 一技能一模一样是吧
[903.02] 但他本身没有什么输出啊
[904.82] 就是在这里硬拖
[906.23] 你拖那个藏馒头还真脱不赢你藏馒头牛啊
[910.63] 白马雷光都耗不赢你啊
[912.44] 顺风停不停倒无所谓
[914.14] 那见了就扫墓啊
[915.36] 他纠缠不休剧毒
[916.36] 然后碉堡这些的无所谓
[918.54] 我看你耗不耗得赢
[919.56] 我们这里哪个伤害高点呢
[923.01] 我想一下空气之刃的话
[924.71] 75乘以本心点五倍
[925.77] 没有日光束高
[927.95] 然后这边的话当然是扫墓啊
[929.61] 锁这个扫哦
[934.099] 扫墓啊
[934.819] 扫墓扫墓威力最高
[935.859] 精神之牙不行啊
[937.019] 扫墓最好啊
[939.12] 如果喷火龙不幸阵亡的话
[940.98] 那么扫墓的威力来到最大呀
[942.86] 你这个超外星的话
[944.58] 哎呀这扫墓你真遭不住啊
[946.28] 真遭不住
[950.82] 空气感的话
[951.7] 他就可能畏缩
[952.7] 但是没有必要啊
[953.82] 我们直接打就行了
[954.74] 等会再扫墓
[955.58] 简简单单就行了
[956.78] 不用想太多
[958.06] 伤害可以啊
[959.02] 打了47%
[960.46] 对面继续剧毒
[961.46] 你看就是太慢了是吧
[962.54] 太慢了
[963.36] 你碉堡
[964.1] 我也是中毒
[964.7] 反正都是中毒无所谓
[965.88] 但是你要毒多久呢
[967.42] 我们这边打起来也特别快啊
[974.28] 毒死以后扫墓的威力更高
[975.8] 然后纠缠不休
[976.56] 没问题
[977.38] 真想拖死我
[980.6] 日光束不会miss
[983.39] 扫墓不会miss
[985.75] 扫墓是远程技能啊
[986.91] 他不接触
[989.11] 要拿个扫把去扫他的墓
[990.67] 所以不算接触他
[991.99] 碉堡一下
[992.55] 拖一回合
[993.11] 就是这样啊
[996.3] 超火眼基本就带这四个技能了
[998.56] 广防碉堡纠缠不休
[1001.06] 剧毒
[1003.72] 不过遇到这种高火力的他就比较难受啊
[1008.28] 还能玩疯
[1008.92] 很多人
[1012.42] 你能玩封钢笔吗
[1013.62] 啊我要死了吗
[1014.34] 还没死哇
[1014.94] 真的要死了呀
[1015.84] 你看这个这个给你耗的
[1017.62] 差点都给你耗死了
[1019.12] 日光束
[1021.58] 扫墓你接不了啊
[1023.62] 如果喷火龙死了
[1024.76] 一尾玄鱼的扫墓威力就来到了200啊
[1027.12] 200适应力400
[1028.52] 你超过星耐久再高超
[1030.26] 何况谈不上好死啊
[1033.459] 直接死
[1036.88] 是吧
[1037.36] 他实在没办法啊
[1038.28] 超坏星
[1044.28] 比如他玩疯大牛拉呀
[1045.9] 确实能玩疯不少人
[1049.8] 超火星你还是打神战吧
[1057.98] 哎这个星野他懂不懂
[1059.62] 他又来了
[1060.14] 你看我又点不了A了
[1061.26] 你看我给你点A呀
[1063.02] 点不了啊
[1063.68] 然后你要按左右
[1064.58] 然后再点又点不了
[1065.86] 按两下点不了三下点不了四下
[1070.28] 我就不知道
[1071.16] 莫名其妙啊
[1071.96] 你我还我手柄不是没电了呀
[1073.6] 我左右都可以点我PL2手柄呢
[1075.76] 点B键好又可以了
[1078.06] 哎呦这你说这这是什么意思呢
[1080.78] 啊
[1082.85] 莫名其妙
[1083.73] 这种东西都是等周六啊
[1087.21] 周六怒骂这个星爷
[1089.71] 一群饭桶
[1092.439] 一天就知道吃些什么
[1094.279] 吃些这个蛋糕啊
[1096.619] 给他点个沙拉呀
[1097.879] 点个那些吃的
[1098.839] 点个热狗烤肠啥的
[1100.199] 就会干这些
[1102.89] 下了班就知道吃吃吃吃
[1110.96] 都是分狗啊
[1112.04] 那这几个的话可以看到华帝的贯穿性相当好啊
[1117.26] 还是一样的
[1118.06] 他是物攻手的话就要吃毒啊
[1119.7] 后面又为玄羽
[1120.74] 最后只歪喷或者是花1D都行嗯
[1126.14] HUID好像好一点了
[1127.38] 花海D好一点
[1128.22] 因为花D的贯穿性可以看到非常的好
[1138.66] 秒选选完就开打
[1141.5] 赶紧的
[1142.1] 咱们都是精灵球衣啊
[1143.64] 都马上就超级球了啊
[1145.84] 好快龙
[1146.7] 没问题啊
[1148.43] 这里直接点他的
[1149.51] 他这马克快龙嘛
[1150.35] 也可能是马克班吉拉斯啊
[1151.51] 不一定啊
[1152.35] 直接力量宝石点他嘛啊
[1154.35] 不是力量宝石啊
[1155.51] 这顺风
[1157.86] 然后这边就力量宝石吧
[1160.12] 还能量球点力量宝石点
[1166.24] 如果快龙怂的话
[1167.36] 下一回就再来一次啊
[1168.24] 对不对
[1168.74] 这没啥呀
[1181.32] 这个规则打到6月17号啊
[1182.96] 还早还有一个月
[1184.12] 还有一个多月
[1186.84] 世锦赛的话就是MB规则
[1190.12] 一个规则两到三个月左右
[1197] 好快龙
[1197.68] 果然是马快龙啊
[1198.58] 马不马嘎
[1199.08] 都是多重鳞片
[1199.68] 没什么区别
[1202.68] 你说他不马格的时候是精神力
[1204.32] 是不是威吓一下不就知道了吗
[1207.81] 啊顺风那看他快龙是不是也开顺风
[1211.96] 他开不开倒无所谓啊
[1214.48] 你开的话还是那句话
[1215.4] 我就再来一次啊
[1216.2] 对不对
[1216.66] 那这里伤害不高
[1217.72] 因为多重鳞片啊
[1218.64] 早晚得给他打掉啊
[1221.729] 啊你还有这个技能啊
[1224.429] 好吧
[1225.329] 你是不是特别喜欢求雨啊
[1228.68] 桑德
[1232.8] 你这是何意啊
[1236.48] 还好没毛病啊
[1237.32] 没毛病
[1238.22] 你这是何意啊
[1240.02] 求与快龙
[1241.36] 那看他后排的
[1242.6] 我们月亮之力好一点的
[1243.72] 月亮之力
[1245.73] 月亮个屁的力啊
[1246.85] 再来一次嘛
[1247.41] 月亮之力好点的
[1248.21] 直接打死了妖精之羽嘛
[1250.09] 这边能量球点多托姆
[1253.71] 求雨快龙
[1254.65] 快龙走啊
[1255.27] 他怕再来一次走
[1256.19] 没问题
[1256.67] 换谁换仙布
[1258.35] 那我月亮之力不亏吧
[1259.57] 那不亏
[1260.15] 你再来一次的话
[1260.95] 反而打空
[1264.2] 后面的话魔法伞要清场喽啊
[1266.96] 压血线
[1267.44] 然后清场这个能量球
[1270.67] 压血线伤害很高啊
[1275.84] 原来是文有果的
[1276.8] 没关系
[1277.28] 这都没关系啊
[1279.28] 对面继续桑德啊
[1280.48] 水泡容易溺死
[1281.64] 他要打雷
[1282.38] 反正你是腰带的
[1283.85] 你说有什么区别是吧
[1285.17] 人家打雷更稳定
[1286.25] 如果他打两发水炮
[1287.37] 你觉得水炮会中吗
[1288.47] 不会啊
[1290.01] 金光花的话不是马嘎
[1291.45] 就基本上是腰带
[1292.37] 他一看到你是喷火龙花一地
[1293.65] 对这两个一定是马嘎
[1295.409] 那这个金光花你就不用看
[1297.009] 就不是马了
[1297.769] 这你也不用装啊
[1298.649] 也装不出来
[1300.32] 哎这里直接月亮之力妖精吸粉有啊麻了
[1304.59] 然后魔方闪闪死
[1305.71] 这个谁还是我
[1307.15] 月亮之力加月亮之力伤害高点
[1309.65] 你说哪个高点
[1310.63] 好像是这样伤害高点吧
[1312.75] 月亮之力点洛托姆
[1316.9] 破灭之光是不是啊
[1319] 我还跟你说个屁呀
[1320.26] 直接破灭之光打呀
[1323] 对不对
[1323.9] 你说这反伤啊
[1325.22] 确实反伤先不
[1326.36] 现在还有100多血啊
[1327.74] 你反伤个几十点
[1328.76] 反就反呗
[1329.64] 我今天也不要命了呀
[1334.3] 妖精气场
[1335.1] 大家三个妖精系啊
[1336.06] 都吃这个妖精气场
[1336.94] 月亮之力先轰死他
[1339.23] 妖精气场必死
[1340.61] 妖精气场加妖精之羽啊
[1342.23] 哇这个妖精的话有点厉害啊
[1344.65] 肩部的话因为耐久太高了
[1346.15] 这个打不死
[1347.43] 我来一个能打死他的140威力送给你
[1351.27] 我知道你也会打破坏光线
[1352.73] 所以我先把你给干了
[1353.99] 你就不用打破坏光线了
[1356.289] 我提前帮你打了
[1358.8] 那他还有快龙哇
[1360.2] 哇这个仙布的血多呀
[1361.9] 他有160血反了
[1363.12] 我80是吧
[1364.46] 这反的有点疼
[1365.56] 不是有点疼
[1366.08] 是非常疼
[1366.86] 做班吉拉斯吗和快龙吗
[1369.61] 啊快龙又来了
[1371.07] 快龙就想打雷暴风嘛啊是班吉拉斯
[1374.79] 那没有关系
[1375.61] 魔法神要清场了
[1376.51] 月亮之剑
[1377.05] 魔法神要清清场
[1377.97] 清完了
[1380.54] 月亮之力
[1383.129] 魔法闪耀
[1385.329] OK双妖精战场克制对面
[1388.8] 所以对面这个阵容我们上花D的话
[1391.04] 贯穿性是最好的
[1393.68] 就不要上喷火龙
[1394.76] 喷火龙打不动快龙打不动班吉拉斯
[1397.72] 还有分狗
[1401.14] 最后右旋晕扫墓就行了
[1403.159] 他看到我们晴天也不敢上钢兵呢
[1405.359] 所以简简单单
[1406.439] 你如果你从来没玩过对战
[1407.879] 马上下载游戏
[1408.839] 直接开玩就行
[1410.03] 首发这两个
[1410.91] 然后后面上两个就完了
[1413.35] 我伤害很高哇
[1414.25] 这妖精之羽加妖精气氛
[1415.63] 你看看这力度非常的霸霸道啊啊闪啊啊
[1421.26] 结束啊
[1421.86] 继续啊
[1422.42] 赶紧排
[1423.22] 快快快快快
[1426.12] 真的简简单单啊
[1440.18] 他就阻止他进入超级球了
[1442.7] 而我就进入超级球了
[1445.72] 哎呀谢谢他送我进超级球啊
[1448.16] 他自己都没进啊
[1451.49] 你看又来了
[1452.51] 哎兄弟我点B键行不行呢
[1454.95] B键也不行啊
[1455.97] B键可以啊
[1456.57] B键可以哎
[1457.65] 真的是莫名其妙啊
[1462.02] 我就点个A键就一直战斗啊
[1463.66] 我就一直点A键就行了
[1464.82] 你不点B键
[1465.42] 他就一直排吗
[1466.1] 是不是啊
[1466.72] 就这么每把都这样
[1467.82] 你这不是耽误我时间吗
[1469.389] 哎不知道怎么回事啊
[1471.189] 你不可能说P2手柄就失灵了呀
[1473.189] A键B键他都是对的呀
[1474.509] 你看我点技能
[1475.469] 我点的已经很快了
[1476.349] 什么队伍直接看秒看也不是空间队啊
[1480.19] 对不对
[1480.43] 直接干就完了啊
[1481.27] 不管后面哪个好一点啊
[1483.03] 有大妈呀
[1483.95] 大妈的话
[1485.95] 大妈扫他的墓啊
[1487.19] 然后喷火龙不错啊
[1488.27] 喷火龙他这也有可能是走空间
[1492.09] 对面可能是走空间
[1493.33] 但对面是走空间
[1494.17] 又不太可能
[1497.66] 好就喷火龙吧
[1498.66] 就喷火龙啊
[1499.68] 想好就直接选就行了
[1515.46] 对面只可能是马格大妈啊
[1517.12] 但索拉克来骗他
[1518.86] 骗不骗并不影响我们的这个操作啊
[1521.66] 顺风一开
[1522.3] 然后直接开干就行了
[1525.399] 索拉克腰带的嘛
[1528.199] 或者围巾啊
[1528.999] 或者是围巾
[1529.799] 也有可能是围巾
[1534.62] 他也可以开顺风
[1535.62] 没问题
[1537.42] 我们直接物理大量招呼他非要进就完事了
[1539.5] 管你开不开顺风啊
[1547.46] 加尔呆呆王什么特性来着
[1549.32] 嗯叫怪药啊
[1550.4] 出场时恢复队友能力
[1554.22] 好风妖精大牛了哇好坏
[1556.94] 那你不拍风妖精
[1557.9] 我就把你那个谁点了哟
[1560.06] 把他的飞翔镜点了
[1561.06] 轰炸弹
[1562.37] 这边我们直接开顺风对吧
[1564.13] 他这时他也开呃
[1565.77] 他也开的话也不影响是吧
[1567.45] 他一开就开嘛
[1568.43] 我们有右位玄鱼吗
[1569.53] 这把他冲了呀
[1571.09] 顺风开
[1573.07] 然后这边温炸弹直接点他的这个费尔金娜
[1577.03] 对不对
[1578.28] 他可能是腰带的哦
[1580.32] 哦有可能是假的啊
[1581.28] 哦不是假的
[1581.92] 这不是假的
[1582.56] 我说有可能是假的啊
[1583.72] 有可能是假的哈哈这是不是假的
[1586.17] 好像是假的啊
[1586.89] 后面是他后排是大牛拉
[1589.61] 是不是假的
[1592.06] 是不是假的啊
[1593.12] 原来是假的啊
[1594.18] 冰冻之风
[1595.22] 那你怎么会是大纽拉
[1597.38] 怎么会冰冻之风呢
[1598.76] 击中了风妖精的要害行
[1603.16] 直接打死
[1606.36] 哦他也他也是那个腰带
[1608.16] 腰带应该是那个谁嘛
[1609.08] 我们说腰带应该是他这个这这这个索利亚克
[1616.32] 所以的话这飞翔精英和我们一样啊
[1618.12] 都带其他道具
[1619.48] 反正一个乌鸦那就收了哦
[1622.56] 呆呆王来了
[1623.28] 呆呆王和大牛拉啊
[1625.12] 没带玛卡啊
[1625.76] 没带玛卡
[1626.74] 那你喜欢冰冻之风是吧
[1638.36] 我再点他一下嘞
[1643.92] 一张宝石
[1647.84] 冤冤相报
[1650.54] 没伤害
[1652.97] 降低攻击无所谓
[1654.45] 把这个点了啊
[1655.71] 呆呆王的话速度最慢
