[0.9] 大家好
[270.88] 种族有出手权
[271.84] 你赛富豪呢啊
[273.16] 速度80几没有出手权
[275.06] 嗯这个除了你的属性
[278.079] 你说这这个钢加鬼
[280.159] 然后再加上黄金之躯高贵
[282.259] 剩下的哎好
[284.24] 这边直接冲动
[284.94] 但是没有冲子鼠鼠啊
[288.35] 主职围攻啊
[290.09] 这里的话又有权又违禁了吗
[292.09] 他打的话
[292.91] 但是打不死人呐
[294.659] 那围攻以后
[295.579] 鼠鼠一拳一个啊
[296.499] 啊猴哥一拳一个啊
[297.639] 你冲猴哥更加不可能了
[299.019] 因为有队友守护啊
[300.55] 猴哥一个愤怒之拳威力二百五哎
[303.99] 全直接没有打死磁铁啊
[307.27] 磁铁这边伏特替换反猴哥哇
[309.43] 伤害是很高啊
[310.23] 在有队友守护的情况下
[311.39] 也反了这么多眼镜的嘛
[312.83] 眼镜的磁铁啊
[313.83] 力度还是高
[319.34] 海豚侠有没有机会
[320.58] 海豚侠可能有人玩
[321.58] 但是海豚侠不太行啊
[326.76] 肯定还是打你喷射拳那个虎性威吓一下
[329.16] 啥也不是啊
[333.88] 你没有着绝对火力
[335.24] 那各种精灵都还是稍微有点用啊
[337.46] 你要是像雷国王这样心碎
[338.88] 你上啥
[339.44] 一句话
[339.88] 你能不能扛心碎是吧
[341.44] 一句话就给你点死了
[343.379] 哎哪怕是赛富豪这样级别的
[346.45] 你想想也不是对手啊
[348.03] 没办法啊
[349.89] 那这里的话
[350.61] 那看我妈嘞
[351.86] 对面锁了冲动啊
[353.5] 刚才他锁了冲动就威吓一下呀
[355.42] 然后保护一下哦
[356.46] 还不着急啊
[357.42] 对面两物攻手威吓一下是吧
[359.909] 这猴哥现在是还是比较无敌的
[364.229] 先威吓一下对面锁冲动也不怎么担心啊
[368.289] 突击背心的大扭拉啊
[369.749] 大扭拉突击背心的那威吓一下
[372.91] 俩物攻手抛弃我
[374.59] 当然还是有用
[375.23] 只是没有神战那么有用啊
[381.78] 大牛拉这里太金太金日
[387.06] 他打猴哥的话
[388.38] 只能深渊突刺啊
[389.52] 或者你如果不行了的话
[391.7] 什么不行了
[392.38] 就这个这个科明爪
[394.94] 科明爪创造奇迹嘛
[398.19] 准备冲动打猴哥
[402.49] 猴哥保护吗
[403.45] 这边呢先突刺双点猴哥啊
[408.41] 双点猴哥
[411.35] 感谢要学绑你送的计划种产品会分普通和w cs
[414.27] 贵的还是继大杂烩产品
[417.59] 第一赛季不是都说了吗
[420.13] 是有马嘎的普双排位
[422.669] 你去看那个产品
[423.829] 我们之前还说了呀
[425.129] 他更新的时候都跟你说了
[427.469] 第一赛季可以使用马达
[429.189] 人家说的很清楚啊
[430.109] 对不对
[432.59] 所以这个规则完了下一个规则
[434.37] 然后呢就是呃破克on ching
[436.79] 开始对战了
[437.43] 2026年都是用签名打啊
[442] 世界锦标赛也是用签名
[443.32] 这个是这个这个世锦赛的时候
[446.52] 都已经公布了的嘛
[448.6] 好因为玄羽走了
[450.5] 他不走
[451.44] 冲动啊
[451.72] 这里被威吓了
[452.48] 实在是不行啊
[456.3] 再上磁铁卖了啊
[457.58] 卖磁铁这边拍住大牛拉
[459.5] 然后呃对面要卖这个磁铁啊
[463.06] 愤怒之拳锤
[464.38] 谁都可以
[464.82] 对面俩都没有保护啊
[466.3] 好卖磁铁啊
[467.5] 这里卖磁铁
[475.98] 大尼拉被威吓了
[477.02] 也啥也不是
[480.3] 然后再上一位玄羽刷新一下
[486.78] 再保护一下
[487.62] 你看猴哥人不跟你急啊
[488.74] 我在保护一下
[489.26] 你又奈我何
[490.37] 猴哥现在一拳一个嘛
[491.91] 奋斗之前威力已经顶满了啊
[494.57] 没顶满300啊
[495.43] 反正你不管几百
[496.49] 这一拳普通人哪遭得住啊
[500.72] 猴哥就是打这种的常会的好手啊
[506.82] 耐久又尚可
[508.28] 速度90种族是你说高也不高
[510.68] 只要你火力不够爆炸
[511.9] 我围攻围攻就起来了啊
[516.64] 你就洛杉矶成员
[517.88] 你发现好像打不动猴哥嘞
[519.5] 好这边直接快速折返头盔
[522.729] 反伤一下你
[524.449] 洛杉矶老大土猫雷云
[526.849] 哎
[527.169] 你别说这些都不太好搞
[528.609] 猴哥啊
[533.66] 然后反出最后一只是苍炎刃鬼啊
[536.24] 这边近战直接锤咆哮虎
[538] 那咆哮给你集火了
[539.6] 这里毒猴哥肯定怂
[541.46] 所以我集火这个这个咆哮虎啊
[545.09] 那行你读到就读到呗
[548.42] 螃蟹我死了
[549.3] 他戴着头盔啊
[552.84] 感烤烤糊了
[553.84] 狗仔包送的107个
[555.82] 117个丘比特之箭啊
[557.5] 非常感谢老板感
[558.58] 后果不堪设想啊
[559.54] 送的两个AGTV卡
[560.62] 非常感谢老板
[561.72] 这边有顺丰
[563.07] 顺丰的话可以愤怒之先来一拳啊
[567.82] 打谁都行
[568.66] 反正一拳一个大扭拉的话
[571.22] 被威吓了
[571.82] 其实他没有什么用啊
[573.1] 大扭拉真没啥用
[576.8] 后排的话围攻猴哥
[578.44] 然后排跑酒风妖精
[579.48] 这样是吧啊
[582.21] 那个大牛拉走
[585.7] 换上一位玄羽来骗戏
[587.78] 玄呐是骗戏玄
[589.86] 你要是气旋吸大尼拉回血的话
[592.16] 那幽尾玄是鬼系吸不到啊
[593.9] 这边愤怒拳打的是呃右边的位置啊
[597.21] 那一拳就拜拜了
[598.33] 好直接秒了啊
[599.33] 反正威力都已经满了
[600.41] 那就没了是吧
[601.31] 所以我说jy boy这个我一看他这些机灵啊
[604.7] 嗯从对战角度来说可能比较难用啊
[607.5] 比较难用
[609.649] 那没了
[610.429] 那没了
[610.969] 杰娜那猴哥有顺风有出手权
[614.83] 然后太金鬼这里交了来一个月亮之力轰
[618.31] 然后愤怒之拳打左边完事
[621.37] 顺风下对面围巾的一尾玄鱼
[623.33] 也不可能有我方快啊
[624.37] 你说是吧
[624.89] 一尾玄鱼速度才多少
[625.81] 78种是吧
[626.45] 不高
[629.68] 感谢吃饱吃茶送的24个魔法指环啊
[633.66] 这十个混沌
[637.64] 月亮之力直接轰大牛拉哎呦
[640.4] 突击背心还轰不死啊
[642.56] 那也无所谓是吧
[643.6] 你轰不轰得死
[644.32] 这有啥区别呢
[645.4] 一拳拜拜
[649.16] 主要是你围攻起来了
[650.56] 猴哥的愤怒之拳呢
[651.88] 被攻击一次威力加50啊
[654.2] 这个蹭蹭就上来了
[655.5] 克命爪创奇迹中毒睡眠啊
[659.03] 什么都没出
[659.59] 那就算了啊
[660.27] 你创奇迹当然也没用了啊
[661.59] 大牛拉已经要死了
[662.91] 突击背心大扭拉
[664.07] 这耐久还挺高啊
[665.01] 恶系都没给他打死
[666.31] 大扭拉脆皮一个啊
[667.59] 说直白点
[668.51] 那再见啊
[670.39] 加y boy
[670.99] 第一把就呃这打boss猴哥是吧
[674.77] 全都是一些单体之辈
[676.5] 那猴哥这鼠鼠掩护围攻围攻
[678.84] 你奈我何呢
[679.78] 你奈我不何啊
[680.82] 简简单单围攻鼠鼠就这么简单啊
[683.76] 是不是简简而蛋蛋
[689.5] 来看双方第二场
[690.8] 那么歼灭boy
[691.78] 这次是暴飞龙和九尾
[693.12] 刚才没有选过暴飞龙
[694.26] 九尾啊
[694.66] 反正我方我管你什么花里胡哨的围攻鼠鼠
[696.94] 我就问你能不能打吧
[700.96] 那这里有队友哦
[702.12] 你好大胆子
[702.72] 你敢威和猴哥
[703.86] 喂喂喂喂
[705.73] 猴哥攻击力上升
[706.89] 那都不需要什么都不需要健美
[708.77] 你说健美健美健美个屁呀
[710.41] 还健美啊
[711.37] 直接钛金妖姬
[712.13] 然后一拳揍九尾啊
[713.29] 围攻揍九尾
[714.03] 你奈我何
[715.01] 先把结尾给宰了
[716.23] 结会道具是面向斗篷
[717.59] 有再来自信身法啥的
[719.29] 至于暴飞龙哎
[721.15] 暴飞龙他能干啥
[721.99] 暴飞龙我能开顺风顺丰空降连衣裙
[724.62] 暴飞龙是一点压制力都没有啊
[726.02] 这个时候你需要一个天空皮肤暴飞龙才行啊
[729.02] 哈哈普通暴飞龙那是一点压制力都没有啊
[733.57] 那这里你送了猴哥一段攻击力啊
[736.17] 那围攻以后你必死加一攻击力都没有
[740.05] 上一把也是根本就没有什么
[741.77] 没有健美和健没健美哎
[743.53] 对面这个根本就不需要健美了哦
[745.09] 他金飞机跟你拼了
[746.21] 有队友守护
[747.13] 你怎么都杀不了啊
[749.4] 它已经飞行本系暴飞龙
[752.72] 空气感威力75
[753.88] 本系两倍嘛
[754.64] 飞行器两倍150
[755.92] 威力150威力
[757.08] 那猴哥是他已经他已经交了啊
[759.14] 他就什么都不弱呀
[760.36] 我妖精系什么都不弱啊
[761.72] 他已经妖精猴哥哎
[764.05] 你妖精猴哥挺好的
[766.73] 这个上暴飞龙
[767.57] 你这个就属于爆哦
[768.89] 哦哦拼拼脸了
[769.89] 有没有冰冻
[771.49] 哎
[772.75] 完了围攻不了了
[776.59] 包围的空气感好点
[779.6] 这个打不动啊
[780.32] 你看才一半的血
[781.12] 吃个文柚果哇
[782.72] 鼠鼠这围攻一拳一个就结束了啊
[785.339] 这九尾拼个脸啊
[786.739] 暴风雪打出冰冻
[788.65] 吃个门又果回1/4血
[790.55] 鼠鼠鼠鼠冰冻不能冻
[793.67] 哎呀他一家全被冻住了吗
[795.25] 能不能冻一个愤怒之拳哎
[797.78] 威力就150啊
[798.8] 很遗憾威力只有150
[800.02] 因为被打了两下
[800.96] 那一拳你看加了攻击力
[802.18] 加一本来你就随便你围攻一下
[804.3] 随便杀呀
[805.2] 哎呀现在麻烦了啧
[806.99] 真就歼灭boy
[808.26] 只能靠拼脸了呀
[809.54] 因为我方一定是上围攻鼠鼠啊
[811.62] 你你能打就能打
[812.5] 不能打就不能打
[813.1] 就一句话还好空气卡没有畏缩啊
[817.07] 未缩的话
[817.47] 那还玩啥
[818.51] 你看这鼠鼠鼠鼠冰冻不能动
[824.72] 这边定身法定住愤怒之拳
[826.56] 那你只能打蜥蜴拳了
[827.94] 先来个定身法
[829.36] 猴哥打戏拳吗
[831.8] 这边继续空气砍
[834.66] 啊趁机砍鼠鼠鼠鼠还有五点血
[837.98] 猴哥呢生命宝珠暴飞龙
[840.02] 猴哥弃权啊
[841.06] 猴哥也知道啊
[842.08] 加一弃权
[842.92] 不然还吸不死嘞
[843.94] 因为雪天下冰系的物防有1.5倍对吧
[859.64] 猴哥他这边主要是回血
[861.8] 只能靠吸羽泉啊
[862.96] 他带的是文艺
[863.8] 我并没带盛饭
[864.52] 盛饭不是给赛富豪的吗
[872.24] 那再上大扭拉大扭拉着了呀
[874.44] 这里有科米爪呀是吧
[877.5] 大鸟那有克命爪
[878.3] 本来简简单单的鼠鼠能掩护
[880.02] 一拳一个就结束了
[881.34] 这游戏已经结束了
[882.52] 但是因为鼠鼠冰冻了
[883.74] 这里什么都干不了
[889.28] 对不对
[889.88] 你刚一拳揍死九尾
[891.04] 然后继续看我妈
[892.52] 然后再一拳一个一拳一个一拳一个
[894.28] 就这样
[894.68] 而且攻击力还加一哦
[896.03] 那现在你他已经妖精了
[897.43] 主要是弱这个科明爪输出又不能动
[899.39] 那要集火的话
[900.19] 你就麻烦了
[902.08] 我方低调
[903] 他这边选出还是一样的吧
[904.2] 就是围攻鼠鼠后面非要进
[906.12] 有个出手权呢
[906.8] 开除了出手权
[907.52] 再加个跑友威吓一下
[908.52] 大概这样
[909.25] 那直接上威吓一下是吧
[910.89] 物理端我就威吓威吓
[913.31] 还加上队友守护
[914.39] 这基本上就是你打得了就打的
[916.11] 打不了就打不了啊
[917.29] 简简单单数数
[918.71] 那这边继续空气砍
[922.07] 砍死鼠鼠啊
[923.05] 鼠鼠什么都没干
[923.99] 在冰冻中直接就死亡了
[925.81] 哎呀他全家都被冰冰冻
[927.69] 然后杀死啊
[929.9] 那个躲在他爸爸后面的人应该死不了吧
[932.78] 没冰冻吧
[933.46] 这冰冻一起给他吹了
[934.74] 科明早有没有状态
[935.76] 哎呀科明早克出个中毒啊
[938.989] 嗯猴哥的愤怒权当然该叠威力还是叠威力啊
[942.909] 刚才挨了几下
[943.789] 挨了两下是吧
[944.549] 威力150
[947.68] 那后面是非常金猴哥
[948.96] 我们可以看到啊
[949.64] 其实还是一样的
[952.29] 本来简简单单
[953.29] 但是出了点意外啊
[954.25] 所以就不简简单单了
[955.29] 只能开顺风
[955.97] 然后这边的话啊
[957.55] 闪恩冲锋击掌啊
[974.46] 感谢强力香草美洛耶塔送的金话筒
[976.94] 猪脚饭吃肉会和漂亮的童话感
[979.23] 马格雷吃超Z送的金话筒
[981.19] 为什么这个比赛打常会
[982.47] 因为这个规则就是这样啊
[984.49] 他不打的不打的不是那个幻兽的啊
[987.49] 排位的规则
[989.86] 这个打到明年1月份就是三个月啊
[992.46] 三个月
[994.35] 那击掌奇拍着暴飞龙飞烟机
[997.99] 使用顺风
[1000.52] 在此期间的所有比赛都是采用规则H
[1003.64] 那暴飞龙被击掌畏缩
[1005.28] 然后大牛拉克命爪克风妖精
[1006.76] 看能不能直接中毒
[1008.12] 因为他是腰带的嘛
[1009.28] 你要带走他
[1009.92] 你必须来个中毒啥的
[1011.56] 有没有科比早出状态好
[1014.24] 没有出状态啊
[1015.08] 也没有出
[1015.6] 睡眠还已经不错了
[1016.6] 说实话
[1019.27] 啊这里的话有蛮干啊
[1020.91] 蛮干蛮干
[1021.67] 下大牛拉可以
[1023.759] 然后干掉大牛了
[1025.959] 干掉暴飞龙
[1031.26] 不能让暴飞龙也开顺风
[1032.62] 如果暴飞龙开顺风的话
[1033.62] 那就麻烦了
[1034.4] 加米boy
[1035.02] 最后还有一只啊
[1035.7] 是不是又尾玄鱼啊
[1036.58] 不知道是不是救火队长又尾玄鱼嘛
[1040.38] 那大尼拉直接走了
[1042.9] 怕你蛮干
[1043.38] 我是不是上一位学员来
[1045.43] OK唉那右玄云是鬼系的啊
[1048.55] 蛮干是打不到鬼系的
[1049.91] 暴飞龙
[1050.39] 怂一下
[1050.75] 哎呀可恶
[1053.9] 本来一拳一个的啊
[1055.54] 蛮干蛮干是一般性技能嘛
[1057.6] 打不到鬼系这边散人冲锋
[1061.66] 那都打空了啊
[1063.9] 这玩意可能因为就是因为一个小小的冰冻
[1066.28] 本来推队的结果就没有了
[1074.32] 啊顺风围攻
[1076.55] 然后蛮干和月亮之力啊
[1078.27] 这个蛮干pp没有加满
[1079.43] 因为蛮干
[1080.05] 反正你都蛮干了
[1081.19] 说明你也快死了
[1082.15] 也不可能一直蛮干下去
[1085.14] 暴飞龙要走
[1086.4] 感谢马嘎雷超贼送的呃
[1088.9] 17个魔法指环
[1091.32] 再上大尼拉
[1092.28] 大尼拉还有机长奇袭啊
[1093.8] 月亮之力轰一发
[1096.21] 那伤害没有
[1097.05] 大牛王抵抗
[1097.91] 这边快速的反击
[1099.57] 杀咆哮虎哎呀
[1101.9] 那输出就一个啊谁啊
[1103.76] 猴哥对吧
[1105.16] 咆哮虎鼠鼠风妖精
[1107.41] 这些都是来为猴哥服务的
[1109.47] 因为猴哥他只要围攻起来了
[1111.47] 就有一拳一个的实力
[1112.87] 一个愤怒之拳
[1113.77] 一拳一个完事
[1115.52] 如果你是呃嗯嗯抵抗或者是免疫愤怒之权呢
[1120.62] 比如说一般系恶系
[1121.98] 那么就细拳打你
[1123.42] 这就是猴哥啊
[1124.66] 他一般加鬼
[1125.66] 理论上只有喜鹊大扭拉这个盲点好吧
[1133.4] 也不怕戏权啊
[1134.6] 这个这个是吧
[1135.38] 那洗吹大牛拉
[1136.32] 但是喜吹大牛拉没什么胜率啊
[1137.8] 不用管它
[1138.62] 你理论上来说
[1139.7] 否则除了这个理论上以外
[1141.14] 就真的是没有盲点了
[1142.92] 你暴飞龙愤怒之拳
[1144.28] 一尾玄鱼愤怒之拳
[1145.24] 九尾奋斗之拳是吧
[1146.2] 全是愤怒之拳
[1147.02] 如果你是恶系或者一般系
[1148.4] 就蜥蜴拳就这么简单
[1155.82] 就这么一个一般家鬼
[1158.18] 那个这边击掌拍住风妖精
[1159.94] 把风妖精拍死
[1160.72] 然后的话哎那只剩下一个孤独的猴哥
[1164.929] 也是双拳难敌四手
[1166.71] 猴哥愤怒拳一拳
[1168.13] 先揍一个再说吧
[1170.11] 我一拳揍死大牛
[1171.67] 拉
[1178.16] 暴飞龙使用空气砍
[1179.56] 他已经飞空气砍了
[1180.52] 这里没有队友守护
[1181.36] 打多少哇
[1182.32] 伤害还是很高啊
[1183.659] 那猴哥已经不行了
[1185.059] 生命宝珠它已经飞行了
[1186.679] 这个力度还是可以的
[1187.959] 我方的顺风停止了
[1190.27] 猴哥这就是双拳难敌四手
[1191.87] 但是下把你说怎么打
[1193.11] 还是这么打呀
[1194.19] 对吧
[1195.33] 我打的并没有什么错呀
[1197.23] 只是因为冰冻了导致
[1198.71] 不然就一拳一个干掉了
[1200.33] 来看下尖兵boy才是你才是要辩证那一方啊
[1202.91] 你这样真的打得赢这个围攻鼠鼠吗
[1209.62] 如果不靠冰冻啊
[1210.86] 或者科美爪啥的
[1211.78] 这个你这种选出以及打法的话
[1214.18] 应该是打不了
[1215.06] 对不对
[1215.48] 就是一拳一个他围攻以后
[1217.06] 一个分主人一拳一个无差别攻击就行了
[1220.23] 那这里的话猴哥直接投了啊
[1221.71] 可以看到我方秒投啊
[1223.31] 这把的话就算了呗
[1225.91] 运气不好
[1232.46] 本来二比零的
[1233.62] 然后呢直接硬打到第三场
[1237.02] 感谢这一发小妹送的五个超火
[1243] 双方战成一比一平
[1253.18] 下个规则的话
[1254.22] 大概你是12月底就知道答案了啊
[1257.28] 12月底
[1260.03] 完了以后就是产品了啊
[1261.85] 下个再公布一个规则
[1263.37] 如果是新规则
[1264.17] 就规则K或者你再倒回去嘛
[1266.83] 到规则什么G什么的啊
[1268.57] 规则G啊
[1269.13] 规则F都行
[1270.5] 然后就是champion里面的全国普双马嘎
[1273.94] 就要看哪个马哥厉害啊
[1275.7] 你要看哪个马哥厉害
[1276.9] 玩哪个还是马嘎
[1278.8] 巨型怪暴飞龙啊
[1279.74] 这些伤害多外喷这些比较厉害
[1285.2] 明年的比赛就可以看到了
[1287] 这个欧洲锦标赛可能就是下一个规则啊
[1296.7] 来看一下双方的第三场还是九尾暴飞龙
[1299.18] 那你这个赢不了啊
[1300.83] 我说难听点就是你上一把要是没冰冻
[1303.71] 直接就2分钟就已经打完了
[1305.37] 你看好了
[1306.17] 如法炮制来吧
[1307.94] 加冰boy
[1308.82] 可能他也知道我打不赢
[1310.4] 所以我要拼冰冻或者拼空气砍的畏缩对吧
[1315.03] 我给你来个双封锁
[1316.17] 冰冻或者是畏缩双封锁
[1317.83] 就是这样
[1318.47] 我我我威吓就威吓咋了
[1320.15] 你不服输还是一样的
[1321.39] 愤怒之拳
[1321.83] 一拳把九尾秒了
[1322.63] 完事是吧
[1323.67] 围攻
[1323.99] 然后秒太金妖精
[1325.07] 然后秒那个谁就行了
[1326.35] 秒掉九尾
[1327.09] 你说他有大
[1327.83] 你拉你大
[1328.55] 你拉就咋了
[1329.15] 大你拉大你拉我数数
[1330.15] 看我妈呀
[1332.059] 对不对
[1332.659] 我根本不怕你的呀
[1334.98] 来暴风雪加空气卡
[1337.62] 是不是感谢这一帮小妹送的30个超火
[1345.32] 好暴风姐来
[1346.64] 你看伤害完全没有伤害啊
[1348.8] 我去喂喂喂
[1353.84] 林群砸啊
[1356.7] 砸死了啊
[1358.08] 这么打呀
[1358.6] 砸死鼠鼠
[1367.42] 猴哥冰冻不能动哎
[1373.5] 鼠鼠没有暴飞龙快啊
[1374.94] 鼠鼠暴飞龙
[1375.94] 他应该是二八大法叔叔
[1377.06] 他的速度没有加过
[1377.94] 你哎呦
[1378.3] 有个赛文哈啊咯噔国
[1379.64] 那咯噔国轨迹轨迹
[1381.179] 那猴哥咋办呢
[1382.699] 这两个都打不动国登勾啊
[1387.58] 猴哥现在分组权威力有100啊
[1389.58] 好暴飞龙
[1390.34] 马上咱们就他是个废人了
[1391.54] 马上赶快上队友来啊
[1393.98] 上谁上大牛郎没关系啊
[1399.34] 啊切开的极光木
[1400.7] 那极光木耐久高啊
[1404.14] 猴哥猴哥醒了
[1407.55] 猴哥凤拳威力一百一百行不行啊
[1409.99] 100哦
[1410.43] 100不止100
[1411.31] 因为刚刚上了一拳
[1412.25] 秒了啊
[1413.63] 哦有极光幕啊
[1415.03] 也是啊
[1415.39] 有激光木
[1416.31] 好消息啊
[1417.11] 好消息
[1417.61] 猴哥醒来了
[1419.47] 攻击力
[1419.91] 刚才因为威吓了我
[1421.47] 我不服输啊
[1425.44] 但现在鼠鼠已经死了
[1430.9] 这能杀赛富豪吗
[1432.18] 可以啊
[1433.04] 九尾是打不动啊
[1434.48] 然后的话这里淘金潮就拜拜了啊
[1436.58] 淘金潮双杀了
[1440.8] 应该杀不了这个谁吧
[1442.46] 杀不了
[1443.28] 杀得了这个谁吗
[1444.52] 杀得了赛博孩吗
[1446.63] 最好威吓一下赛博和淘金潮
[1448.23] 就给他给他干了啊
[1450.99] 突击背心大牛了
[1451.91] 配逃配这个极光木可能还逃不死啊
[1456.14] 主要是淘金潮
[1457.06] 打完减减特攻啊
[1458.18] 又不是心碎啊
[1459.06] 你这没有心碎呀
[1460.2] 要有心碎就好了
[1461.18] 猴哥保护一下
[1464.66] 大牛拉呢暴风雪继续吹啊
[1468.1] 别别别冰冻就行了
[1472.02] 你吹两点血忽略不计啊
[1473.54] 不用管克命爪
[1476.86] 好想点猴哥啊
[1478.76] 因为钛金是已经教过了吗
[1480.7] 是不是教过了哎
[1481.9] 钛金刚教过没有没教啊
[1483.46] 淘金草
[1484.8] OK放你妈突击背心顶住了
[1491.74] K o
[1494.86] 然后吃个剩饭
[1498.5] 猴哥现在力度摆在这里啊
[1503.12] 像暴飞龙
[1503.92] 他是完全打不了赛博的
[1505.76] 他飞行加龙啊
[1507.44] 他没带热风就不行
[1511.16] 还得是小雷冠王赛富豪啊
[1515.04] 120威力淘金槽
[1522.2] 那最后又幽尾玄鱼
[1523.62] 幽尾玄鱼的话可以扫墓
[1525.16] 扫墓威力100
[1526.409] 这个适应力啊
[1527.449] 他特性是适应力啊
[1528.369] 这个又有权唯心的都是适应力
[1530.229] 如果你是生命宝珠那种
[1531.649] 就是悠游自如嘛
[1532.829] 来了啊
