[0.72] 大家好
[227.34] 只涨了十点
[228.38] 速度呢120和马格鲍飞龙同速和大扭拉同速
[233.44] 你要真马克鲍飞用来了
[234.86] 我这个马克鲍飞龙
[235.74] 你遇到他还是有点难受啊
[237.24] 这个四倍弱冰啊
[239.53] 那学校里还是比较压制你
[241.83] 感谢药店老板混混班续费的两个初外守护
[244.29] 还有送的132个许愿瓶和两个祈愿灯
[246.51] 感谢混混班老板啊
[248.819] 第一个特性就用这个就行了
[250.379] 因为雪影你没下雪
[252.5] 你哪来的雪影呢
[253.54] 就没有意义啊
[254.26] 这个雪影只有冰一步才会用雪影
[256.56] 现在最好用的雪人兄弟啊
[259.42] 就是冰一步了
[260.46] 或者QAQA也行啊
[262.18] QA的话啊
[263.42] 这个KA他变换自如
[264.88] 也算是雪天啊
[266.02] 这我也能吹KA呀
[267.91] 还会踢倒
[268.75] 你说KGA还有两点说法呀
[270.31] KA他有个屁的说法
[271.59] KAQA速度122啊
[274.03] 比你快一点啊
[274.85] 122他是120嘛
[276.79] 120都有效还行
[278.75] 就是普通特性的话
[280.19] 你用咒术师就行了
[281.31] 因为雪影我自己没有其他人开
[283.59] 雪天呢用不到周之区呢
[285.37] 也许偶尔呢万一能封得下对面技能呢
[288.179] 可能会用得到一点啊
[289.859] 用咒术之躯
[290.539] 他马嘎以后就降雪啊
[291.999] 降雪都是属于马嘎开天机这种
[294.59] 一个是学铝
[296.09] 一个就是那个喷火龙这两位
[298.57] 所以他们俩抢天气的时候
[299.97] 由于雪妖女快一些
[301.13] 他肯定是先马嘎
[302.21] 然后喷火了后马嘎
[303.44] 所以遇到的时候你先不马嘎
[304.72] 等他开了天近
[305.48] 你在马嘎
[306.1] 不然你说我马嘎想开个极光幕
[307.74] 哎
[307.96] 那人家开了晴天
[308.98] 你怎开什么极光木开不了了
[310.62] 是不是啊
[311.04] 那就麻烦了
[311.9] 这经常你去跟喷火龙的时候
[313.76] 哎两个人都都不马达
[315.28] 或者你等他马达完
[316.48] 你再上来吧
[317.36] 这样也可以啊
[318.5] 这个这是小小吕特性的
[320.84] 他鬼加兵呢
[322.08] 兵加什么好
[322.84] 兵加什么都不好啊
[324.04] 兵加鬼已经算是比较好的组合了
[326.2] 因为冰系无抗性
[327.44] 他只抗一个兵
[328.54] 然后弱点的一堆是吧
[329.82] 你看这弱点火呀
[331.64] 炎那还有钢啊
[333.28] 这全都是冰系带来的弱点啊
[335.3] 然后但是他带了鬼系以后比较好诶
[337.89] 有两个免疫属性
[339.23] 那抗性呢也就稍微不错一点了
[341.27] 稍微不错一点
[341.87] 但总体来说呢还是不咋地
[344.5] 这已经是很好了
[345.38] 冰系带这个你要冰加超能
[347.14] 那不更拉吗
[347.96] 那不还得靠雷冠王吗
[349.42] 初代有个冰加超能
[350.72] 她叫迷唇姐
[351.64] 你听过迷唇姐吗
[352.94] 你只听过恶魔之吻吧
[354.34] 那迷唇姐那不拉完了吗
[355.84] 那迷唇姐冰加超能并不好
[357.54] 只是雷冠王这个宝可梦自身过强
[360.07] 他那个种族值那么高是吧
[361.95] 那高的简直是你克制他都打不死这种级别啊
[364.59] 那是非常夸张的种族值啊
[367.45] 他这个出的晚
[368.45] 原来他应该是在呃额这个ORAS应该出吗啊
[374.11] 也不一定ORS不出他啊
[375.83] 就是OS出了个冰鬼护嘛
[377.65] 冰鬼护和雪妖女是对应的
[380.4] 有有三个马嘎啊
[382.32] 他至今没有出
[384.36] 就在ORS应该出一个雪妖女
[388.07] 他现在出了就不说了嘛
[389.47] 还有一个就是沙漠蜻蜓
[391.19] 沙漠蜻蜓算是这个宝石的代表了是吧
[394.85] 宝石系列代表了你复刻的时候
[396.83] 居然没有马格萨博基尼
[398.15] 这非常遗憾
[399.13] 还有一个就是美纳斯
[400.68] 美纳斯
[401.32] 它和暴鲤龙是对应的
[402.78] 那雪妖女就和这个冰鬼护是对应的
[405.1] 那美拉斯的马嘎也没有出
[407.6] 以后给他补上啊
[408.76] 这两个要补上
[409.6] 你出的晚好啊
[410.7] 你说马拉沙漠奇林怎么样
[412.04] 你想想沙漠其林种族值那么低
[413.82] 才520
[414.77] 比地龙差600
[416.33] 差了一大截
[417.51] 当它出了以后
[418.69] 他就620是吧
[419.85] 六百二六百二不高啊
[421.23] 620不高
[422.29] 那显然会分的更好一些
[424.23] 那地龙你说600~700
[425.91] 你说的很猛
[426.81] 但是你那个双攻都很高
[429.4] 你不是拉嘛
[430.56] 对不对
[430.88] 双攻很高
[431.44] 你浪费了很多有效种族啊
[433.03] 所以你空有一身高的也没用啊
[435.25] 感莫得感情喵送的将有没有马格老大粉
[437.43] 有的有的马格老大怎么会没有呢
[441.66] 感谢小四鸡报送的十个小月亮
[444.32] 感力可迷
[445.22] 决心送的66个超火啊
[446.82] 感音小璐露娜送的60个粉丝通行证
[450.48] 这个冰鬼护
[452.32] 你看他就是也是480嘛
[453.96] 到580
[454.48] 这也480~580
[455.72] 他是不是就拉了
[456.7] 因为他长的是双攻
[458.16] 速度呢也涨了20
[459.6] 但长双攻最后呢就是非常拉
[462.07] 哪怕你有游戏中最高贵的冰冻皮肤
[465.07] 这冰冻皮肤都是超级高贵了
[466.71] 那比龙皮肤这些都强多了是吧
[469.95] 冰冻皮肤就两个人
[470.95] 还有一个是谁
[471.71] 一个冰雪巨龙
[473.82] 这冰系因为弱势
[475.52] 所以给你特性呢
[476.66] 我们也不也不会吝系啊
[478.82] 真的给你的好特性呢
[480.16] 是不是真的给的好特性
[481.82] 不过冰鬼护你觉得怎么用
[483.6] 你看这个冰冻皮肤
[485.48] 然后呢你输出100种毒
[487.18] 尴尬不尴尬
[487.8] 尴尬啊
[488.52] 所以不好
[489.62] 其实这个冰冻皮肤吼高音呐
[492] 呃90×1.2是吧
[494.12] 它比暴风雪来的更稳定一些
[497.18] 因为你暴风雪天气一切
[498.9] 你暴风雪还能种吗
[499.9] 不能种
[500.58] 你非常依赖这个雪天呐
[502.06] 没有雪天
[502.54] 你吹暴风就不好吹了
[503.74] 而我高一呢90威力乘以皮肤1.2倍
[506.66] 也是冰系啊
[507.46] AOE啊
[508.2] 我稳定是不是稳定啊
[510.3] 更稳定一些
[511.53] 有冰冻皮肤也不错
[513.15] 但是这个雪天还有一个就是雪天
[515.49] 物防有1.5倍加成啊
[516.65] 这是第九代增加的啊
[518.53] 1.5倍的加成
[520.98] 这是它的一个好处啊
[523.3] 这是它的好处
[524.329] 所以降血有降血的好处
[526.789] 冰冻皮肤有冰冻皮肤的好处
[529.289] 你要冰冻皮肤
[529.809] 大爆炸大爆炸我就不炸了啊
[531.289] 大爆炸就不炸了
[532.37] 冰鬼护呢就拉完了啊
[534.07] 哎B这游戏有没有冰鬼护啊
[535.97] 有啊有学校率肯定应该有冰鬼护吧
[538.05] 我都不记得有没有冰鬼护了
[539.25] 因为到目前我玩了这么久
[541.19] 还没有遇到过玩马嘎冰鬼护的啊
[543.31] 所以我都不记得他有没有了
[545.01] 有没有也不重要
[545.91] 应该没有人玩冰鬼护吧
[546.99] 我觉得是不是没有人玩这个啊
[550.89] 感谢我们小姨送的金花筒
[552.45] 还记得雪妖女是谁用的招牌吗
[554.55] 是那个小松
[555.61] 我怎么会不记得呢
[556.81] 啊你从那个那个那个白金嘛啊
[560.64] 宝可梦白金
[561.32] 你往那个天冠山往上面走
[562.92] 他不是要路过一片雪地吗
[564.46] 那个雪地里面有个房子
[565.82] 里面就有个雪妖女啊
[567.34] 雪妖女雪妖女
[568.06] 她是死去的
[572.88] 这个意外出意外死了
[575.01] 对不对
[575.69] 他就变成了血药率啊
[576.77] 它本质上是人类
[578.04] 他和哭天豹这样是物品划过来的
[580.16] 或者是有些宝可梦死了
[581.48] 变得不一样
[582.14] 他是人类死了以后变成的雪妖女啊
[584.44] 雪妖女
[584.88] 他喜欢勾勾这个男的的魂魄
[588.1] 也不知道为啥你死了还要勾一下别人
[592.05] 你可能在雪上小心被他小物理啊
[594.25] 勾勾你魂魄
[595.09] 给你勾跑了是吧
[596.14] 吸收你的精气啥的
[597.44] 就干这些事情的啊
[598.72] 这许小吕他已经死了吗
[600.06] 啊已经死了
[604.8] 那他带的技能啊
[606.08] 基本上就上面四个技能
[607.7] 暴风雪暗影球保护
[609.92] 极光木百分到极光幕的66%
[613.34] 上面三个技能是必带99%带暴风雪
[616.18] 94%带暗影球
[617.81] 92%带保护
[619.599] 然后66%集高木
[621.079] 再往下是不是就10%几了
[622.759] 这种10%几的
[623.959] 就是说有一部分玩家或者说极少的玩家
[626.999] 他确实喜欢带个替身给你来点高端操作
[630.21] 诶你怂一下
[631.15] 结果我骗个替身出来
[632.41] 可以的
[633.31] 还有轨迹轨迹
[634.43] 暴风雪学大妈啊
[635.59] 大妈诡计
[636.11] 诡计
[636.39] 热风啊
[636.91] 都是学大妈的啊
[638.359] 剩下的就不用带了吧
[639.759] 什么同命这些的2%点几就更少了
[642.139] 主要的就是上面四个技能
[643.759] 要么你带个替身和轨迹就没了
[646.919] 他的技能池就这样啊
[648.279] 就这样
[650.65] 感谢虎牙
[651.33] 感谢送的魔法书
[652.25] 非常感谢老板
[655.23] 给灵摆召唤衍生物送的高能预警啊
[657.79] 非常感谢老板给力可迷决心送的酱子
[660.15] 我死能变成勾魂眼吗
[661.63] 勾魂眼可以啊
[662.67] 勾魂眼挺好的
[664.569] 但是购物眼他主要吃电吸的啊
[666.949] 这个是吃人的
[668.509] 他这个道具啊
[669.769] 我们都默认他是需要率啊
[672.16] 麻辣需要率98%
[673.32] 99%
[674.14] 那就是百分之百
[675.52] 剩下那些百分
[677.12] 你说怎么还有0%的0%
[678.96] 就是说可能这个世界上真的有一个人
[681.5] 他带了个不容兵
[682.72] 然后呢这个统计算下来一个人
[685.24] 你说这个这个这个能统计吗
[687.609] 他上了怎么就不统计啊
[689.409] 0%啊
[690.129] 这数据就是忽略不计
[691.369] 可能有一个人或者是几个人啊
[693.609] 你你这样吧
[694.689] 比如说你带一个什么呢
[697.51] 呃你这游戏还有什么道具啊
[701.01] 好你比如他带不容斌吧
[702.93] 你带什么
[704.18] 你带神秘水滴好吧
[705.96] 你带着神秘水滴的学校旅
[708.3] 你去打排位
[709.42] 你打个100场给血小吕打个100胜出来
[712.17] 那么你发现血小吕他就可能有0%点几
[714.63] 带带带这个神秘水滴的
[717.23] 哎这是什么旋律
[718.11] 带神秘水滴啊
[718.87] 你说我把他使用率提起来的啊
[721.31] 我提起来的
[722.11] 我够故意带一些那种倒垃圾道具啊对吧
[725.13] 你把他选出以后
[726.13] 你就可以把这个概率提起来
[727.85] 因为他的主要道具血药里进化石
[729.69] 就这个几乎占了99%
[731.72] 那剩下的你就忽略不计了嘛
[733.48] 像0.1%完全是可以把它刷出来是吧
[737.27] 你完全就可以把这个数据给他刷上去
[739.79] 没有问题啊
[740.45] 如果你真的想带一些其他道具
[741.93] 但是你说这个线上有人血里带神秘水滴吗
[745.4] 它的意义何在啊
[746.5] 没有任何意义啊
[747.32] 你都不打你锁机技能
[748.28] 你带这个干啥
[749.26] 你存储就刷数据的啊
[750.7] 刷数据的
[751.64] 然后呢他的努力值啊
[754.17] 简简单单加满特攻和速度就行了是吧
[758.05] 很多人都是这样的啊
[758.85] 32速度拉满
[760.09] 然后呢两点加血量
[762.8] 两点加特防一点一点物防一点
[765.48] 特防又经典的啊啥的
[766.74] 这些都是一个意思
[767.96] 就是说不加耐久的血药率啊
[770.76] 多甚至有50%嘛
[773.06] 50%啊
[774.02] 就是简简单单特攻速度拉满就完事了
[777.58] 有些拉耐久就是说只加什么
[779.9] 只需要加血
[780.68] 因为血妖女的血实在是太低了
[783.36] 加血就可以了
[784.46] 他只需要加血
[785.38] 他的物防雪天下有1.5倍很高
[788.66] 特防呢100种族也不算高
[790.8] 但是也还行
[791.62] 主要是血量低
[792.56] 所以如果他加耐久就加血就可以了
[795.72] 不需要加其他的胆小和内敛
[798.1] 还是选胆小哦
[799.04] 你要先手开极光幕
[800.38] 胆小还是好一点的啊
[801.78] 有些人贪
[802.54] 他选内敛
[803.32] 确实有一半的人嘛不是胆小就内敛
[805.81] 额有一半的人胆小
[808.03] 一半人内敛
[808.87] 不过胆小的更多一些啊
[810.51] 一般我们原则上不建议贪啊
[812.65] 就选胆小就行啊
[813.93] 就这样
[815.73] 所以他有两种两种努力值啊
[818.14] 看这两种努力值啊
[819.66] 简简单单的就是这样的啊
[821.12] 加满特攻和速度
[822.34] 他的特工你看到哎呀
[824.1] 这当然是没有马达的啊
[825.34] 没有马达的数据是这样的
[827.99] 血量147
[829.63] 由于马嘎以后血量是不变的
[831.87] 所以147这个血量是不是少一点
[833.71] 你加满的话可以加到177
[836.67] 就是个爱管事啊
[838.099] 卡普布啊
[838.979] 卡布奇奇啊
[839.779] 他们的血量是一样的啊
[841.159] 啊一样的
[841.779] 这个血量呢177呢稍微就高一点
[844.339] 否则的话真的有点低感
[847.45] 没下脚臭不送的降头
[848.49] 我能娶小吕吗
[849.37] 小小吕他已经死了呀
[851.96] 你可以去雪山上遇一下啊
[853.84] 也许遇得到
[855.04] 那如果你要加耐久型的啊
[857.46] 上面这种就不用说了
[858.8] 就这样
[859.44] 那你这种说实话耐久不高的
[862.3] 你开不开极光幕啊
[863.42] 你也可以开极光幕
[864.56] 或者就是骗一个替人出来
[866.6] 或者轨迹一下替身呐
[869.75] 这属于高端操作
[870.87] 什么时候开替身
[872.21] 有时候对面钢兵比如点个突袭的时候
[875.39] 哎你说我一个替身是不是相当于多一条命呐
[878.61] 我有个替身多一条命啊
[880.8] 这个替身如果你不太喜欢这种点这种替身啊
[883.96] 风险太大
[884.64] 那你就老老实实的保护啊
[887.059] 或者极光幕啥的
[887.899] 就别演替身了
[888.819] 还有大妈也是啊
[889.859] 大妈热疯呃
[891.38] 精神强健
[892.04] 保护他也喜欢带替身
[893.62] 他也喜欢带再来刺杀的
[895.22] 那看你喜不喜欢带替身这个技能啊
[897.73] 如果你要加耐久的话
[899.17] 那个速度可以不拉满
[900.49] 因为在120附近呢
[902.25] 只有一个人额
[903.97] 威胁比较大的
[904.97] 我是说啊就大牛拉大扭拉的话
[908.11] 你比画世一龙呢
[909.23] 你又比不过人家130
[910.65] 大扭拉120
[911.65] 但是大扭拉是打不到这个雪妖女的啊
[914.13] 你近战打不到科密爪
[915.57] 我抵抗我是玩风大扭拉的呀
[918.17] 所以这个大扭拉我又不怕大扭拉
[919.93] 我不需要去跟大扭拉拼速
[921.74] 是不是不跟大牛拉拼速啊
[923.48] 啊大扭拉打不动我们雪妖女
[925.14] 所以我可以加一耐久过谁呢
[926.9] 加速度你可以看到这里是162啊
[929.56] 过地龙那个线就可以了
[930.72] 地龙102是吧
[931.52] 102种族
[932.9] 这是没有马嘎的时候啊
[934.46] 没有马嘎
[935.16] 所以你加些耐久呢
[936.46] 血量先拉满
[937.46] 然后速度呢
[938.38] 你说我速度血量拉满
[939.74] 那我不就没有其他的了吗
[941.02] 对所以这个速度120的种族
[943.3] 我过这个少拉个十几点
[946.3] 我速度只要过地龙就可以了
[949] 热门的102的地龙
[950.52] 或者如果还有其他人
[951.7] 你过他就可以了
[952.97] 是不是这样比较好
[954.15] 剩下的多堆点血量
[956.11] 拉点耐久
[958.21] 然后我开极光幕
[959.63] 你不能完全不加
[960.93] 因为你要先手开极光幕嘛
[962.51] 先手开极光幕
[963.9] 特工的加的少
[965.22] 反正你那个垃圾力度啊
[967.359] 打不死人还是打不死
[969.239] 大妈是134啊
[970.519] 大妈经常过谁啊
[971.639] 大妈经常给我化醒
[972.839] 就130的线
[973.92] 因为134
[974.96] 我这附近也没人
[976.02] 我过130化石一龙路线好不好
[978.14] 可以的呀
[979] 所以有时候你的速度太快了
[980.9] 哼你就呃不必要拉满啊
[983.64] 不需要拉满
[984.3] 除非你是什么
[985.14] 除非你是那种环境顶级热门的顶级热门的
[988.74] 就会存在什么拼速
[990.1] 比如说化石翼龙
[991.559] 现在超热门使用率前十
[993.059] 那对面也有化石翼龙
[994.199] 你也有化系翼龙
[995.119] 如果你的化石翼龙速度不拉满
[997.329] 那人家比你快
[998.489] 人家崩死
[999.009] 你信不信对吧
[1000.789] 那如果这种超热门的就是这样的
[1004.16] 而且你又可能要克制
[1006.06] 如果不克制也无所谓
[1007.44] 像喷火龙对喷火龙
[1008.64] 那你我肉喷
[1009.64] 他也肉喷
[1010.5] 哪个好点
[1011.859] 谁快点谁慢点呢
[1013.139] 那你还说不清楚啊是吧
[1014.699] 说不清楚主要是你就怕互相克制的
[1017.059] 那你快点了就好一些
[1018.459] 就像耿鬼打耿鬼诶
[1019.99] 那耿鬼打耿鬼啊
[1020.87] 互相按球是吧
[1022.29] 那耿鬼经常速度啊
[1023.71] 要么极速
[1024.43] 要么他家耐久也是加过地龙
[1026.119] 这比地龙别人快一点
[1027.439] 你可以快两点啊
[1028.499] 我比地龙快两点
[1029.599] 为啥
[1030.019] 因为我知道有人比地龙快一点
[1031.639] 所以我比地龙快两点
[1032.679] 也就是我比你快一点
[1034.099] 那我比地龙快三点都可以啊
[1036.619] 都可以
[1039.76] 这是他就这么加啊
[1041.04] 你首先考虑你速度加多少
[1042.7] 你直接去看使用率前十
[1044.44] 那些热门的有没有哪个我需要过他的速度
[1047.72] 然后你考虑速度加多少啊
[1049.68] 这种加耐久的都是这么看的啊
[1051.32] 都是这么看的
[1055.22] 然后就是他这个伤害啊
[1056.98] 他这个特工啊胆小性格140的攻击中
[1060.3] 特攻种族嘛
[1061.16] 最后特攻数值192
[1063.25] 他的特供呢不算高
[1065.13] 另外他的技能威力相当的不高
[1067.93] 暗影球80威力乘以本系列为120
[1071.959] 暴风雪110威力
[1073.279] 但是要分散啊
[1074.399] 分散再乘以本系点五倍
[1076.559] 124
[1077.359] 也就是说暗影球和暴风雪力度差不多
[1080.139] 比如说我们打来杯粗茶
[1082.35] 请问打来杯醋茶
[1083.95] 用暗影球打他好还是暴风雪打他比较好
[1086.49] 好像都克制他呀
[1087.83] 暴风雪是不是伤害高点呢
[1089.33] 唉应该这么说
[1090.31] 暴风雪伤害和暗影球差不多
[1091.91] 124确实比120高一点吧
[1094.19] 但是差不多是不是打了没出啥差不多呀
[1096.97] 啊确实差不多
[1097.97] 他两个技能的威力啊就比较低
[1099.81] 这和歪喷就不能比
[1101.09] 因为雪天并不加成任何伤害
[1103.96] 你暴风雪110威力就是110威力
[1106.44] 然后乘以1.5倍
[1107.48] 再乘一个分散
[1108.4] 如果像Y喷晴天
[1109.68] 人家要乘以晴天1.5倍
[1111.52] 那个力度就高
[1112.78] 人家还有单体气象球啊
[1114.5] 过热这样的爆发性技能
[1116.26] 你有吗
[1116.84] 你带个冰冻光束又怎么样
[1118.44] 你带个气象球又怎么样
[1119.46] 你会气象球吗
[1121.32] 唉这雪妖你会不会气象球啊
[1123.06] 你会不会你打这个是不是也没有任何加成啊
[1126.02] 没有任何加成
[1127.22] 因为雪天他不加成伤害
[1129.489] 所以这个小吕他就打不了爆发输出非常的低
[1133.529] 吹个来杯粗茶
[1134.569] 你看都吹不死啊
[1135.729] 来杯粗茶
[1136.83] 我们没说来杯醋
[1137.95] 没说到来杯粗茶的啊
[1139.09] 就来杯粗茶
[1139.97] 他要加一点耐久
[1141.29] 加耐久呢他要吃一些技能啊
[1144.07] 啊尤其是特殊的技能
[1145.67] 那暴风雪的话
[1146.69] 来杯醋茶一般是能吃下的
[1147.93] 你放心吧
[1148.8] 来杯醋茶
[1149.6] 那就加物防加特防
[1150.92] 那你性格不需要修正特防你都可以吃下
[1153.76] 这个暴风雪200多威力其实并不高
[1156.21] 来杯醋茶是可以吃的啊
[1158.05] 他他这边你想吹死他
[1160.21] 你得补一个刀啊
[1161.13] 补一个刀
[1163.07] 然后就打大扭拉这种的大牛拉
[1165.25] 哎都算是脆皮了啊
[1167.01] 你吹一下
[1167.79] 你看就吹一半这种
[1169.25] 所以这是雪妖女的力度
[1170.45] 就这样
[1171.01] 他没有什么爆发
[1172.41] 你只能说去吹四倍弱风妖姬呢
[1175.3] 还有四倍弱冰地龙之类的
[1176.98] 哎你吹他们那一下就吹死
[1178.82] 剩下的你数了半天
[1180.26] 你都吹不死人
[1181.2] 吹个什么马格大祖蓝
[1182.58] 能不能吹死
[1183.16] 也吹不死
[1184.42] 力度就这么拉
[1186.59] 吹快龙甚至都吹不死
[1188.11] 快龙是四倍弱冰
[1189.15] 但他多重鳞片
[1190.25] 两倍弱冰啊
[1191.31] 暴风雪就是两倍伤害啊
[1192.65] 两倍伤害你看是吧
[1194.95] 这个不加耐久的快龙啊
[1196.85] 何况现在快龙人家经常加32点血哦
[1199.51] 是不是吹不死
[1200.92] 吹不死啊
[1201.82] 快龙多重鳞片
[1202.8] 人家顶着你开顺风
[1203.9] 你甚至都吹不死
[1204.88] 他就是雪妖女这个力度啊
[1207.62] 这样的耿鬼的话
[1209.46] 暗球可以秒耿鬼特防比你还差血
[1213.82] 而女特防就100就不算高了
[1215.9] 耿鬼只有95
[1218.08] 哎
[1218.48] 是不是比你还差耿鬼的耐久啊
[1220.56] 但是耿鬼的物防还可以啊
[1221.92] 耿鬼物防有85呢
[1223.12] 耿鬼物防85
[1223.88] 他的物防高点
[1224.889] 但是特防呢还不如这个小铝特防要低一点
[1231.6] 耿鬼的话按球有概率去秒杀他啊
[1234.12] 秒杀他
[1234.96] 所以你玩耿鬼要注意一下
[1236.68] 你耿鬼即使你加满血的耿鬼
[1239.14] 也有可能被他暗影球秒了
[1240.9] 虽然这概率其实不高啊
[1242.3] 不高
[1242.74] 一般认为的话加满血
[1244.74] 我特防一般不加堆物防去了
[1246.84] 所以他的血压
[1248.47] 你如果
[1250.83] 特攻加的少呢
[1251.95] 他还是秒不了我的
[1252.99] 秒不了我的
[1253.69] 所以小妖女
[1254.35] 你看打谁都是打一尾玄鱼啊
[1256.19] 老子可以秒啊
[1257.11] 一尾玄鱼暗影球打一尾玄鱼
[1259.04] 如果右尾玄鱼不加耐久的话
[1261.59] 加两两点血
[1262.95] 就是不加耐久啊
[1263.99] 不加耐久就是不加耐久
[1265.67] 这种的话暗影球也可以秒
[1267.39] 右有玄鱼使用率前五
[1268.95] 又有玄鱼能不能秒呃
[1271.39] 可以秒
[1271.79] 因为右武玄他血多
[1272.75] 但他特防不高
[1273.89] 如果这个幽尾玄加了耐久是秒不了的
[1277.15] 还有就是来杯醋
[1278.31] 啥也秒不了
[1279.13] 讲他的力度就是这样
[1280.43] 很多人呐你都秒不了
[1282.31] 你能唯一确定能秒的
[1283.93] 我说两个确定的
[1284.93] 一个是风妖精
[1285.85] 一个是地龙啊
[1287.29] 这两位你可以确定秒杀他是秒杀化系龙的话
[1291.17] 因为带气势皮带
[1292.01] 那就不说了啊啊不说了
[1295.83] 耿鬼的暗球能不能秒
[1297.55] 他可以秒啊
[1299.07] 可以秒
[1299.61] 因为你特工耿鬼是170啊
[1302.219] 大家都说暗影求特防
